full_name,JAVA correlation,JAVA pvalue,framework,CLASSES correlation,CLASSES pvalue,PKG correlation,PKG pvalue,BWR correlation,BWR pvalue,SAR correlation,SAR pvalue,FANIN correlation,FANIN pvalue,FANOUT correlation,FANOUT pvalue,CC correlation,CC pvalue,CCM correlation,CCM pvalue,CCS correlation,CCS pvalue,EC correlation,EC pvalue,KNTS correlation,KNTS pvalue,NPATH correlation,NPATH pvalue,NPLOG correlation,NPLOG pvalue,PL correlation,PL pvalue,LOC correlation,LOC pvalue,DLOC correlation,DLOC pvalue,ELOC correlation,ELOC pvalue,CLOC correlation,CLOC pvalue,BL correlation,BL pvalue,NV correlation,NV pvalue,AM correlation,AM pvalue,NPRM correlation,NPRM pvalue,NPM correlation,NPM pvalue,PM correlation,PM pvalue,LM correlation,LM pvalue,STMT correlation,STMT pvalue,DSTMT correlation,DSTMT pvalue,ESTMT correlation,ESTMT pvalue,CCR correlation,CCR pvalue,WMC correlation,WMC pvalue,NOC correlation,NOC pvalue,DIT correlation,DIT pvalue,LCOM correlation,LCOM pvalue,CBO correlation,CBO pvalue,RFC correlation,RFC pvalue,NIV correlation,NIV pvalue,questions correlation,questions pvalue
googlesamples/android-play-safetynet,0.7025343476271048,2.256497140967064e-09,googlesamples,0.1650637172907872,0.22846985952478666,,,0.20655293400216743,0.13027420325313493,-0.42476495584183266,0.001227802751696277,0.7176326985281652,7.029640320177795e-10,0.7176326985281652,7.029640320177795e-10,0.6417989401755387,1.2884019477595026e-07,0.6417989401755387,1.2884019477595026e-07,0.6417989401755387,1.2884019477595026e-07,-0.6374996873277757,1.6590988843303074e-07,0.5325091119614591,2.8541780813325783e-05,0.6417989401755387,1.2884019477595026e-07,0.531156455903476,3.016873464007749e-05,-0.5258178979891686,3.746112787916346e-05,-0.5258178979891686,3.746112787916346e-05,-0.6309003719630957,2.4276473680894925e-07,0.7159598950350926,8.028709139533728e-10,-0.09154797298452119,0.5062158058587776,-0.5258178979891686,3.746112787916346e-05,0.7025343476271048,2.256497140967064e-09,-0.531156455903476,3.016873464007749e-05,-0.5093410430661808,7.145437299535338e-05,-0.1650637172907872,0.22846985952478666,-0.7025343476271048,2.256497140967064e-09,-0.531156455903476,3.016873464007749e-05,-0.5258178979891686,3.746112787916346e-05,-0.6309003719630957,2.4276473680894925e-07,0.7154022938707351,8.390586712481496e-10,0.6417989401755387,1.2884019477595026e-07,0.7142870915420202,9.161153883490177e-10,-0.1650637172907872,0.22846985952478666,0.7025343476271048,2.256497140967064e-09,-0.6408578946359115,1.3621828584732788e-07,0.7031739827893343,2.150876702899684e-09,-0.531156455903476,3.016873464007749e-05,-0.531156455903476,3.016873464007749e-05,1.0,0.0
googlesamples/mlkit,0.9746650520189118,1.6801450151447308e-10,googlesamples,0.9656612178201228,1.3785154345151768e-09,0.9776869505728392,6.961414770016685e-11,-0.6642941007382115,0.005004011202818148,0.09297118339902732,0.7320038575189395,-0.4228689309439631,0.10270206322441065,-0.45435917048234326,0.0770551874073418,-0.5038438326140836,0.04660469024201125,-0.5158401143429905,0.04082354634617927,-0.5338345369363505,0.033184132367324794,-0.5293359312880105,0.03498292784486128,0.44236288875343655,0.08620794459404424,-0.0539832677800804,0.8426064238520632,-0.49334708610129024,0.05214609186904075,0.9372095100708401,8.73158806376312e-08,0.9417081157191801,5.2522942766173026e-08,0.9477062565836336,2.4959380603467092e-08,0.9417081157191801,5.2522942766173026e-08,-0.37338426881222275,0.15429531114326486,0.9102178761808,9.91796904917935e-07,0.9282122987741601,2.175929361672869e-07,0.9327109044225002,1.400177223588089e-07,0.818746227997886,0.00010515783208339924,0.8247443688623393,8.450783809323371e-05,0.7330621676847396,0.0012344316826907785,0.9312113692063867,1.627156563640362e-07,0.9417081157191801,5.2522942766173026e-08,0.9447071861514069,3.658238580849869e-08,0.9417081157191801,5.2522942766173026e-08,-0.45735824091456995,0.07488132765927441,0.9282122987741601,2.175929361672869e-07,0.7977527349722991,0.00021335342987652113,-0.5233377904235571,0.0374949445558873,0.823244833646226,8.932221313202345e-05,0.9327109044225002,1.400177223588089e-07,0.9327109044225002,1.400177223588089e-07,0.9402085805030667,6.249041838051605e-08,1.0,0.0
aws-samples/aws-dynamodb-examples,0.3220687118376976,0.0011503020284825635,aws-samples,0.3220687118376976,0.0011503020284825635,0.20153797236962828,0.045458579688240554,-0.2488824819944516,0.012987211138278464,-0.3179729232431529,0.00133996465361639,-0.5968878222381281,7.01306286218666e-11,-0.5952243632116003,8.162875297529168e-11,-0.3220687118376976,0.0011503020284825635,-0.3220687118376976,0.0011503020284825635,-0.34038998586439295,0.0005660695082928226,-0.3220655493042974,0.0011504385343140337,-0.3220687118376976,0.0011503020284825635,-0.36449692537320266,0.0002080051753150168,-0.5968878222381281,7.01306286218666e-11,-0.3220687118376976,0.0011503020284825635,0.0877483981637457,0.3877720980521543,0.0877483981637457,0.3877720980521543,-0.30760152762895476,0.0019536808220698685,-0.0877483981637457,0.3877720980521543,-0.3220687118376976,0.0011503020284825635,-0.5969190843667955,6.993023086816629e-11,-0.20153401429364906,0.045462907983485026,0.0877483981637457,0.3877720980521543,-0.5968878222381281,7.01306286218666e-11,,,-0.20153203534310826,0.04546507216368227,-0.20153203534310826,0.04546507216368227,0.08774925981206731,0.3877674198203014,-0.5968878222381281,7.01306286218666e-11,-0.08774925981206731,0.3877674198203014,-0.3220655493042974,0.0011504385343140337,,,-0.5969190843667955,6.993023086816629e-11,0.08774925981206731,0.3877674198203014,-0.5968819611358087,7.016826116682961e-11,-0.20153401429364906,0.045462907983485026,0.08774925981206731,0.3877674198203014,1.0,0.0
aws-samples/amazon-kinesis-learning,-0.4544285800587226,0.0001619284197289813,aws-samples,-0.4544285800587226,0.0001619284197289813,-0.4544285800587226,0.0001619284197289813,-0.22591876266066566,0.07265146281564809,-0.22591876266066566,0.07265146281564809,0.007606019884890631,0.9524346103345359,0.22591876266066566,0.07265146281564809,0.23578661643160956,0.06070254821953814,0.23578661643160956,0.06070254821953814,0.23578661643160956,0.06070254821953814,0.4544285800587226,0.0001619284197289813,0.007606019884890631,0.9524346103345359,0.007606019884890631,0.9524346103345359,0.4544285800587226,0.0001619284197289813,0.22591876266066566,0.07265146281564809,0.22591876266066566,0.07265146281564809,0.23578661643160956,0.06070254821953814,0.22591876266066566,0.07265146281564809,-0.21296855677693766,0.09110208701605471,0.23578661643160956,0.06070254821953814,0.4544285800587226,0.0001619284197289813,0.4544285800587226,0.0001619284197289813,0.4544285800587226,0.0001619284197289813,0.4544285800587226,0.0001619284197289813,,,0.4544285800587226,0.0001619284197289813,0.22591876266066566,0.07265146281564809,0.23578661643160956,0.06070254821953814,0.22591876266066566,0.07265146281564809,-0.22591876266066566,0.07265146281564809,0.23578661643160956,0.06070254821953814,,,,,0.23578661643160956,0.06070254821953814,0.23578661643160956,0.06070254821953814,0.4544285800587226,0.0001619284197289813,0.23578661643160956,0.06070254821953814,1.0,0.0
aws-samples/eb-java-scorekeep,0.09689786953337766,0.5314991034375234,aws-samples,0.09686631869859108,0.5316334042741353,,,-0.18479431830719678,0.22979999074221985,0.11373642659422858,0.46227041769286004,0.156395309982955,0.31067845925263327,-0.24170184270093042,0.1139580442218823,-0.05213050898080069,0.7368192425794322,-0.05213050898080069,0.7368192425794322,-0.05213050898080069,0.7368192425794322,-0.052127683708653755,0.7368329958066042,-0.037236077843429055,0.810354494349327,0.21326633179493862,0.16453677813846662,-0.2648658109204568,0.08229464452377004,0.1279408444096709,0.4078737507672572,0.12793452805882854,0.4078970906480597,0.11373642659422858,0.46227041769286004,0.12793452805882854,0.4078970906480597,-0.22747285318845717,0.13754604223144995,0.12546870979549435,0.4170671194084087,0.29855811980985003,0.04900455370352799,0.08191937125554392,0.597056457191983,-0.09681380239291555,0.531856984519212,0.11376452006794202,0.4621591257654645,,,-0.09680855545892841,0.5318793250713081,0.1279408444096709,0.4078737507672572,0.11152244670335025,0.47108624288490053,0.12793452805882854,0.4078970906480597,-0.22748408724793456,0.13752608932858845,0.12795347991850717,0.4078270629346604,,,-0.09683479866347101,0.5317675905577235,0.12795979907696317,0.4078037149818692,0.19900926586928883,0.19529466187595482,0.08191937125554392,0.597056457191983,0.1421775545299591,0.35723960302438906,1.0,0.0
aws-samples/amazon-ecs-java-microservices,0.31622776601683794,0.4070838220655887,aws-samples,0.31622776601683794,0.4070838220655887,,,0.225,0.5605332292358429,0.225,0.5605332292358429,-0.375,0.32001188238863115,-0.225,0.5605332292358429,-0.31622776601683794,0.4070838220655887,-0.31622776601683794,0.4070838220655887,-0.31622776601683794,0.4070838220655887,-0.375,0.32001188238863115,-0.31622776601683794,0.4070838220655887,-0.31622776601683794,0.4070838220655887,-0.31622776601683794,0.4070838220655887,0.225,0.5605332292358429,0.31622776601683794,0.4070838220655887,0.375,0.32001188238863115,0.31622776601683794,0.4070838220655887,0.31622776601683794,0.4070838220655887,0.225,0.5605332292358429,-0.225,0.5605332292358429,0.225,0.5605332292358429,0.225,0.5605332292358429,-0.31622776601683794,0.4070838220655887,0.375,0.32001188238863115,0.225,0.5605332292358429,0.31622776601683794,0.4070838220655887,0.225,0.5605332292358429,0.225,0.5605332292358429,0.225,0.5605332292358429,0.31622776601683794,0.4070838220655887,0.31622776601683794,0.4070838220655887,0.225,0.5605332292358429,0.31622776601683794,0.4070838220655887,0.31622776601683794,0.4070838220655887,0.225,0.5605332292358429,0.31622776601683794,0.4070838220655887,1.0,0.0
aws-samples/aws-cognito-java-desktop-app,0.3336477493755671,0.05014359388900924,aws-samples,0.3336477493755671,0.05014359388900924,0.3336477493755671,0.05014359388900924,0.7684950089752522,7.018222184917765e-08,0.5967026464274621,0.00015468477955845483,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,-0.3336477493755671,0.05014359388900924,-0.3336477493755671,0.05014359388900924,0.2801712114533888,0.10306879484075164,-0.3336477493755671,0.05014359388900924,0.024499820222330968,0.8888972276069003,0.059430256974961265,0.7345154530840526,0.5001135778691058,0.002218758789396148,0.24524077470075853,0.15561843414202522,-0.465981729179186,0.004783728128324516,0.3336477493755671,0.05014359388900924,0.0,1.0,-0.3336477493755671,0.05014359388900924,-0.3336477493755671,0.05014359388900924,-0.3336477493755671,0.05014359388900924,-0.3336477493755671,0.05014359388900924,-0.6734089059084041,9.28365300765516e-06,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,0.024499820222330968,0.8888972276069003,-0.3336477493755671,0.05014359388900924,0.059430256974961265,0.7345154530840526,,,-0.3336477493755671,0.05014359388900924,-0.29383527720499386,0.08666245175137623,0.3336477493755671,0.05014359388900924,-0.3336477493755671,0.05014359388900924,0.059430256974961265,0.7345154530840526,1.0,0.0
aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,,,aws-samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
aws-samples/aws-cloudhsm-jce-examples,0.8231095271470849,1.4159092406484515e-06,aws-samples,0.8231095271470849,1.4159092406484515e-06,,,0.6177976057527915,0.0016820834468724022,0.4725780464326392,0.022777962756817614,-0.7326786165244755,7.015406391790514e-05,-0.7208612194837581,0.00010427208223027667,-0.7326786165244755,7.015406391790514e-05,-0.7326786165244755,7.015406391790514e-05,-0.7326786165244755,7.015406391790514e-05,-0.6972264254023235,0.00021781719455210306,-0.7563134106059103,2.9771836458465846e-05,-0.6499568372394541,0.0007879927630578774,-0.6972264254023235,0.00021781719455210306,0.6618420089024208,0.0005822954413991665,0.6514825925821384,0.000758519193779746,0.8626699839723664,1.192609942887242e-07,0.8232786605033084,1.402870257843583e-06,0.4148522125454902,0.04902837069152364,0.8175328398991959,1.9107825977025938e-06,0.6291186367638402,0.0013002353269804955,0.26940795304016235,0.21382195370500334,-0.26217562716536774,0.226850305613416,0.3834430654381147,0.07089741879363728,,,0.2677677067250551,0.21673184486985753,0.623316252366422,0.0014854841161997133,0.8508371469230454,2.6894966215578283e-07,0.6289520231834782,0.001305265594124589,-0.25972378788442035,0.23138351444540592,-0.37872379890618035,0.07473773630806405,,,,,-0.26411221182146527,0.22331150854088888,0.8639636662547241,1.0862358178326558e-07,0.26940795304016235,0.21382195370500334,-0.7854839942928119,8.978690293909e-06,1.0,0.0
aws-samples/aws-transcribe-streaming-example-java,0.4721336852187801,0.03556314986930651,aws-samples,0.4721336852187801,0.03556314986930651,,,-0.6850435510062826,0.0008596109704363022,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6850435510062826,0.0008596109704363022,-0.6850435510062826,0.0008596109704363022,0.0,1.0,0.6850435510062826,0.0008596109704363022,0.6850435510062826,0.0008596109704363022,0.0,1.0,,,0.6850435510062826,0.0008596109704363022,0.0,1.0,0.0,1.0,0.0,1.0,0.6850435510062826,0.0008596109704363022,0.6850435510062826,0.0008596109704363022,,,0.0,1.0,0.6850435510062826,0.0008596109704363022,0.0,1.0,0.6850435510062826,0.0008596109704363022,-0.6850435510062826,0.0008596109704363022,0.9999999999999998,1.2459683851238701e-139
