full_name,framework,JAVA trend,JAVA pvalue,CLASSES trend,CLASSES pvalue,PKG trend,PKG pvalue,BWR trend,BWR pvalue,SAR trend,SAR pvalue,FANIN trend,FANIN pvalue,FANOUT trend,FANOUT pvalue,CC trend,CC pvalue,CCM trend,CCM pvalue,CCS trend,CCS pvalue,EC trend,EC pvalue,KNTS trend,KNTS pvalue,NPATH trend,NPATH pvalue,NPLOG trend,NPLOG pvalue,PL trend,PL pvalue,LOC trend,LOC pvalue,DLOC trend,DLOC pvalue,ELOC trend,ELOC pvalue,CLOC trend,CLOC pvalue,BL trend,BL pvalue,NV trend,NV pvalue,AM trend,AM pvalue,NPRM trend,NPRM pvalue,NPM trend,NPM pvalue,PM trend,PM pvalue,LM trend,LM pvalue,STMT trend,STMT pvalue,DSTMT trend,DSTMT pvalue,ESTMT trend,ESTMT pvalue,CCR trend,CCR pvalue,WMC trend,WMC pvalue,NOC trend,NOC pvalue,DIT trend,DIT pvalue,LCOM trend,LCOM pvalue,CBO trend,CBO pvalue,RFC trend,RFC pvalue,NIV trend,NIV pvalue,questions trend,questions pvalue
Azure-Samples/azure-iot-samples-java,Azure-Samples,increasing,3.0936273542891968e-09,increasing,7.0702798149469e-07,increasing,4.9250027167602184e-08,increasing,6.713389844037465e-10,no trend,0.7718495677608708,decreasing,2.2771680363575797e-07,decreasing,2.2771680363575797e-07,decreasing,6.541267527637729e-10,decreasing,6.541267527637729e-10,decreasing,1.0582912324252902e-09,decreasing,2.2771680363575797e-07,decreasing,6.541267527637729e-10,decreasing,4.3947312455827614e-10,decreasing,3.096630285526203e-09,decreasing,0.0017683508791759284,no trend,0.5590237653993688,decreasing,9.430843890045892e-05,increasing,0.02526920413210143,decreasing,0.00010575459490347328,decreasing,0.00012321776250590055,no trend,0.7793291298454839,increasing,0.02526920413210143,increasing,0.0007258981380193763,increasing,1.3153631517326403e-09,increasing,2.414224375968388e-10,increasing,2.934896770057094e-11,decreasing,0.0002575248010741049,decreasing,0.00013269046408659335,decreasing,0.0009899720056780748,decreasing,1.6132205894026086e-05,increasing,1.1941380706481652e-07,no trend,1.0,increasing,7.0702798149469e-07,decreasing,4.3947312455827614e-10,decreasing,1.1021169028513356e-05,increasing,0.02526920413210143,no trend,0.6742735409963765,increasing,3.416971911374134e-05
Azure-Samples/cognitive-services-qnamaker-java,Azure-Samples,increasing,1.9872765492534583e-05,increasing,1.9872765492534583e-05,no trend,1.0,increasing,1.7673018339214863e-05,increasing,2.4796787494008043e-05,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,no trend,0.5938332344017545,decreasing,1.9872765492534583e-05,decreasing,1.9872765492534583e-05,no trend,0.42916562412620385,no trend,0.25345109615363826,no trend,0.10962779658778543,increasing,2.9481620878790693e-05,no trend,0.7221953491214443,increasing,7.457961406887037e-06,decreasing,9.19950180171547e-05,decreasing,1.9872765492534583e-05,no trend,0.10962779658778543,no trend,1.0,no trend,1.0,no trend,0.10962779658778543,no trend,0.1307918254319702,no trend,0.10962779658778543,no trend,0.4770516470189461,no trend,0.7921343320773027,no trend,0.656747725130058,no trend,1.0,no trend,0.5938332344017545,decreasing,0.012821684691391555,increasing,0.0025113252376018913,decreasing,1.9872765492534583e-05,decreasing,2.9481620878790693e-05,no trend,0.12578642463893996
Azure-Samples/cognitive-services-face-android-detect,Azure-Samples,no trend,1.0,increasing,2.4928694647430305e-05,no trend,1.0,decreasing,2.4928694647430305e-05,decreasing,9.119381811473204e-06,decreasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,9.119381811473204e-06,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,9.119381811473204e-06,increasing,0.0004130242424276176,no trend,1.0,increasing,2.4928694647430305e-05,decreasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,decreasing,0.00011859126383773066,increasing,2.4928694647430305e-05,no trend,1.0,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,2.4928694647430305e-05,increasing,0.00015515375990893254
Azure-Samples/Hybrid-resources-java-manage-resource-group,Azure-Samples,increasing,0.0011531045337560553,increasing,0.0011531045337560553,increasing,0.0011531045337560553,increasing,0.0011531045337560553,decreasing,1.1752706741141594e-07,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,no trend,0.14405134374529682,decreasing,0.0011531045337560553,no trend,1.0,no trend,0.14405134374529682,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,increasing,0.0011531045337560553,decreasing,0.0011531045337560553,no trend,1.0,increasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,decreasing,0.0011531045337560553,increasing,0.0011531045337560553,increasing,1.866641496039989e-06
Azure-Samples/iot-edge-sample-java,Azure-Samples,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.37109336952269745
Azure-Samples/media-services-v3-java,Azure-Samples,increasing,0.00010037067986057302,increasing,0.00010037067986057302,no trend,1.0,increasing,0.020847907633788854,increasing,0.0053552635898095335,decreasing,6.43949228740226e-06,decreasing,0.030463220894241916,decreasing,6.43949228740226e-06,decreasing,6.43949228740226e-06,decreasing,0.030463220894241916,decreasing,0.00010037067986057302,no trend,0.3988935497820838,decreasing,0.00027989454021670745,decreasing,6.43949228740226e-06,no trend,0.8854558691550927,no trend,0.17475135509518802,decreasing,0.0006470752129723589,no trend,0.06607531108982734,decreasing,0.017457308877916855,no trend,0.21513343486244185,no trend,0.2555279705458058,no trend,0.21513343486244185,increasing,0.00020023604966556974,decreasing,0.0006470752129723589,no trend,1.0,no trend,0.21513343486244185,no trend,0.28525117999568783,decreasing,0.007084092222089389,no trend,0.1851510484926111,decreasing,0.00546352452431087,no trend,0.9707415786013063,no trend,1.0,no trend,1.0,decreasing,0.002332287449558379,decreasing,0.00546352452431087,no trend,0.21513343486244185,increasing,0.0003739925412133971,increasing,1.0761635614420229e-05
Azure-Samples/ms-identity-java-webapp,Azure-Samples,increasing,2.0186498028706978e-07,increasing,2.0186498028706978e-07,increasing,0.00017474232880854146,increasing,0.014801018689134304,decreasing,5.570500305474013e-08,decreasing,0.0034031602348885137,decreasing,0.0007724533702144765,decreasing,4.601852854335675e-08,decreasing,4.601852854335675e-08,decreasing,6.030755006491972e-08,decreasing,3.020579304457982e-07,decreasing,6.544873578651078e-07,decreasing,2.614725318483835e-07,decreasing,8.819895249700949e-07,decreasing,0.004683289386932854,decreasing,0.0005771938419676381,decreasing,0.00030443825019665915,decreasing,0.0003103114937663687,decreasing,0.002593851960563498,increasing,0.012270957665118543,decreasing,9.63053816249726e-07,no trend,0.11501456932231191,no trend,0.09806714076549494,decreasing,1.0831302634795037e-06,increasing,8.362636080727626e-06,no trend,0.1209129989464004,decreasing,0.0024641487035941267,decreasing,0.0003323853167453983,decreasing,6.63620557270761e-05,decreasing,0.005674022858500827,decreasing,0.0006068478698093571,no trend,1.0,increasing,8.480453821402278e-07,decreasing,3.4316709474069285e-09,decreasing,4.5446821372863155e-07,no trend,0.11501456932231191,no trend,0.10790149393279491,increasing,6.568677224372266e-08
Azure-Samples/ms-identity-android-java,Azure-Samples,increasing,0.0058764858778261875,increasing,0.0058764858778261875,decreasing,0.026660253742055717,no trend,0.05053651013570648,decreasing,0.0046190643877956905,no trend,0.24604917507558954,no trend,0.27597331801373803,no trend,0.9421026987041365,no trend,0.9421026987041365,no trend,0.9421026987041365,no trend,0.05053651013570648,no trend,0.3413063235039826,decreasing,0.0033560449738214704,no trend,0.3413063235039826,increasing,3.4767493164666874e-05,increasing,3.4767493164666874e-05,no trend,0.19189319495079227,increasing,0.001593606909589873,increasing,3.4767493164666874e-05,increasing,0.001593606909589873,no trend,0.213611480479436,increasing,0.002734400102599066,decreasing,0.0033560449738214704,no trend,0.07222912889929245,decreasing,0.002734400102599066,no trend,0.3413063235039826,increasing,3.4767493164666874e-05,increasing,3.4767493164666874e-05,increasing,3.4767493164666874e-05,decreasing,0.00016324947396006984,no trend,0.4259377685157206,no trend,1.0,no trend,0.1824584343654252,increasing,0.0033560449738214704,no trend,0.9472262880844167,increasing,0.002734400102599066,increasing,5.250884470453521e-05,increasing,1.426631256462585e-06
Azure-Samples/Azure-Spring-Cloud-Samples,Azure-Samples,increasing,1.2328534859662454e-08,increasing,1.2328534859662454e-08,increasing,3.0977041965307706e-05,decreasing,2.437712868896824e-05,increasing,0.01685221151694294,decreasing,4.985134083312914e-09,decreasing,1.54488684769305e-05,decreasing,1.9430206151138663e-05,decreasing,1.9430206151138663e-05,decreasing,3.980321627850003e-08,decreasing,1.2328534859662454e-08,increasing,3.420758449834693e-07,decreasing,0.00025108724353639644,no trend,0.14662614813131558,increasing,1.7544115875622879e-06,increasing,1.7544115875622879e-06,increasing,1.2328534859662454e-08,increasing,1.2328534859662454e-08,no trend,0.5417350237251537,increasing,0.00020562985298133718,no trend,0.7993051920127991,no trend,0.6841590963385689,no trend,0.20364609337211315,increasing,8.174958043838387e-09,no trend,0.8176314529202011,no trend,0.6472085481949621,increasing,3.70490861079098e-06,increasing,1.9705586051799173e-09,increasing,1.9705586051799173e-09,decreasing,4.7430042420915086e-05,increasing,5.892037438215425e-05,no trend,1.0,no trend,0.1120393390749399,decreasing,9.025637894444216e-05,increasing,2.980609270508694e-08,no trend,0.6841590963385689,no trend,0.0751209890028599,increasing,4.71134715351873e-05
Azure-Samples/ms-identity-java-webapi,Azure-Samples,increasing,4.216167674764293e-06,increasing,4.216167674764293e-06,no trend,1.0,no trend,0.20783380753299885,decreasing,1.0455194954239744e-07,no trend,0.9543941932127094,no trend,0.22975865193869405,no trend,0.6067584422216252,no trend,0.6067584422216252,no trend,0.42282593849675765,no trend,0.051586496530507064,decreasing,1.7556082304137632e-05,increasing,6.247311710172454e-05,no trend,0.05912596438366857,no trend,0.05184180052797771,no trend,0.0762491886179526,no trend,0.6067584422216252,no trend,0.0762491886179526,no trend,0.1820701243029199,no trend,0.819056820904464,increasing,3.25338480089421e-06,increasing,0.0045142071530679395,increasing,0.0005621038788548027,decreasing,0.010510362517178296,decreasing,7.294277457603471e-07,no trend,0.37309188756268785,increasing,0.010066684044910401,no trend,0.08621937338723518,increasing,0.011765906054306274,no trend,0.8408597979098409,increasing,0.0033428432726290147,no trend,1.0,no trend,0.45323382219091357,no trend,0.42333205967420007,decreasing,0.010066684044910401,increasing,0.0045142071530679395,increasing,0.002624472099465258,increasing,0.0025114316485512767
Azure-Samples/ms-identity-java-desktop,Azure-Samples,no trend,0.934907267971826,no trend,0.934907267971826,no trend,1.0,no trend,1.0,no trend,0.9421026987041365,no trend,0.05898435877453778,no trend,0.3834661169670348,no trend,0.05898435877453778,no trend,0.05898435877453778,no trend,0.05898435877453778,increasing,0.003671449821275763,increasing,0.001082228864258461,no trend,0.05898435877453778,increasing,0.00029651197793012507,increasing,0.001082228864258461,increasing,0.001082228864258461,increasing,0.003671449821275763,increasing,0.001082228864258461,increasing,0.0001589711110761005,no trend,0.46767140390417383,increasing,0.0004900983536300085,increasing,0.00029651197793012507,no trend,0.1450322535786821,increasing,0.0019196965567851443,no trend,1.0,increasing,0.00029651197793012507,increasing,0.001082228864258461,no trend,0.934907267971826,increasing,0.001082228864258461,increasing,0.0001589711110761005,increasing,0.001082228864258461,no trend,1.0,no trend,1.0,increasing,6.939531821337219e-05,increasing,0.001082228864258461,increasing,0.00029651197793012507,no trend,0.1450322535786821,increasing,3.968703510270899e-07
Azure-Samples/java-functions-eventhub-cosmosdb,Azure-Samples,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1366410048074831,no trend,0.1366410048074831,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1366410048074831,no trend,1.0,no trend,1.0,increasing,0.003353436454946346
Azure-Samples/azure-cosmos-java-sql-api-samples,Azure-Samples,increasing,4.254491408062222e-07,increasing,3.533823091927957e-07,increasing,8.627979442010769e-07,no trend,0.23991826204924926,increasing,5.517771007212957e-06,decreasing,3.533823091927957e-07,decreasing,7.979758918530422e-06,decreasing,3.533823091927957e-07,decreasing,3.533823091927957e-07,decreasing,3.533823091927957e-07,decreasing,5.326875796018982e-07,decreasing,5.517771007212957e-06,decreasing,3.533823091927957e-07,decreasing,7.979758918530422e-06,increasing,0.0037458806612935547,increasing,0.0037458806612935547,increasing,0.0037458806612935547,increasing,0.0037458806612935547,no trend,0.21001027160136232,increasing,0.0029094083136993465,no trend,0.8141790656115773,increasing,0.0029094083136993465,decreasing,0.0282576966896817,increasing,0.006104540875596864,no trend,1.0,increasing,0.0029094083136993465,increasing,0.0029094083136993465,increasing,0.004795504774587123,increasing,0.0037458806612935547,decreasing,8.954489694157353e-05,increasing,0.0009999701264438166,no trend,1.0,no trend,1.0,increasing,0.009726030951648035,no trend,0.08477761398618622,increasing,0.0029094083136993465,increasing,0.00012355773344863152,increasing,0.0008845671563049162
Azure-Samples/ms-identity-b2c-java-servlet-webapp-authentication,Azure-Samples,increasing,0.013417541070915195,increasing,0.013417541070915195,no trend,0.19043026382552397,no trend,0.2836118335362112,no trend,0.42129262748775487,increasing,0.03199429836418766,increasing,0.03199429836418766,increasing,0.013417541070915195,increasing,0.013417541070915195,increasing,0.007348979582922244,increasing,0.007348979582922244,no trend,0.1077560535213129,increasing,0.013417541070915195,no trend,0.5827019821339481,increasing,0.007348979582922244,no trend,0.5827019821339481,no trend,0.5827019821339481,no trend,0.5827019821339481,increasing,0.007348979582922244,increasing,0.013417541070915195,no trend,0.5827019821339481,increasing,0.013417541070915195,no trend,0.5827019821339481,increasing,0.013417541070915195,no trend,0.5827019821339481,increasing,0.013417541070915195,no trend,0.5827019821339481,no trend,0.5827019821339481,no trend,0.5827019821339481,no trend,0.1077560535213129,increasing,0.013417541070915195,no trend,1.0,no trend,0.5827019821339481,decreasing,0.013417541070915195,no trend,0.5827019821339481,increasing,0.013417541070915195,decreasing,0.013417541070915195,increasing,0.036888425707049866
spring-guides/gs-rest-service,spring-guides,increasing,0.0,increasing,0.0,increasing,2.8058444456746656e-11,increasing,3.214688826247425e-08,increasing,0.0,decreasing,0.0,no trend,0.2168830012722327,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,0.04332839427181545,no trend,0.8215960017426609,no trend,0.40025033878441496,no trend,0.6742744692116232,no trend,0.1594932216396714,increasing,6.87982604841153e-06,decreasing,0.0,no trend,0.7493899882595114,no trend,0.9301217909361872,no trend,1.0,decreasing,0.015836839047397522,no trend,0.9251446708129221,decreasing,2.2562689494520782e-09,decreasing,7.755576625356753e-09,decreasing,0.0,no trend,0.1594932216396714,no trend,0.9251446708129221,no trend,1.0,decreasing,0.015836839047397522,decreasing,0.0,decreasing,5.5722866130203386e-06,no trend,0.7493899882595114,decreasing,6.073314295917953e-09,increasing,0.0
spring-guides/gs-scheduling-tasks,spring-guides,increasing,0.0,increasing,0.0,increasing,3.9235503734857957e-10,decreasing,4.8328008261933064e-12,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,1.7897307413861085e-08,increasing,1.7897307413861085e-08,increasing,4.4100971763327834e-09,increasing,0.0008737560882379203,increasing,0.0006688216667058988,increasing,0.00026304912032371064,decreasing,0.0338685969501733,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,3.532350301149734e-08,increasing,1.4688257590211862e-06,no trend,0.3983776064315343,increasing,0.0006688216667058988,increasing,6.314231359993983e-10,no trend,1.0,no trend,1.0,increasing,2.438493851286694e-12,decreasing,0.0,no trend,1.0,increasing,2.531308496145357e-14,increasing,0.0
spring-guides/gs-consuming-rest,spring-guides,increasing,0.0,increasing,0.0,increasing,1.2105871860512707e-12,increasing,8.44364578256318e-11,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,no trend,0.5139209789091295,no trend,0.3653542676154109,no trend,0.3617324650078402,decreasing,0.0013331448697160297,decreasing,0.0,no trend,0.9656176525646074,no trend,0.5488396947405536,no trend,0.16031919946532902,no trend,0.14883265726850614,no trend,1.0,no trend,1.0,no trend,0.16215553167467522,decreasing,3.1089353313973334e-11,decreasing,8.454701647764296e-05,decreasing,0.0,decreasing,0.0,no trend,0.26502525596878135,no trend,1.0,no trend,1.0,decreasing,0.0,no trend,0.19013156748733917,no trend,0.16031919946532902,decreasing,0.0,increasing,0.0
spring-guides/gs-gradle,spring-guides,increasing,0.0,increasing,0.0,no trend,1.0,decreasing,8.239616409166928e-07,increasing,0.0,increasing,0.0,increasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,1.3322676295501878e-15,no trend,1.0,increasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,1.0,increasing,1.3322676295501878e-15,increasing,0.0,increasing,0.0,increasing,1.3322676295501878e-15,no trend,1.0,increasing,1.3322676295501878e-15,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0
spring-guides/gs-uploading-files,spring-guides,increasing,2.220446049250313e-16,increasing,2.220446049250313e-16,increasing,0.0,no trend,0.5712933165506824,increasing,0.005009836697998704,decreasing,8.650417226974128e-07,decreasing,3.8521297263116594e-10,decreasing,7.098432952545863e-09,decreasing,7.098432952545863e-09,decreasing,3.628763955987324e-10,decreasing,4.851274937323069e-11,decreasing,0.0,decreasing,7.356332432095769e-09,increasing,1.2198790866335685e-09,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,0.28628320817232566,increasing,1.0831335828243027e-12,increasing,0.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,2.7885471709510057e-11,increasing,0.0,increasing,7.519798117527898e-10,increasing,5.621210164008517e-10,increasing,0.0,increasing,1.978861519091879e-12,increasing,1.0831335828243027e-12,increasing,0.0,increasing,0.0
spring-guides/gs-messaging-rabbitmq,spring-guides,increasing,0.0,increasing,6.519229600598919e-13,increasing,1.0438316877525722e-12,decreasing,3.68594044175552e-14,increasing,0.0,decreasing,3.019865113529363e-08,decreasing,1.14423495076732e-05,decreasing,0.0023845159056876675,decreasing,0.0023845159056876675,decreasing,0.0023845159056876675,decreasing,1.4133427761464645e-10,increasing,5.566658245470535e-13,decreasing,0.0023845159056876675,no trend,1.0,decreasing,0.00045598923496736887,decreasing,0.00022337366586744345,decreasing,2.1329604749098507e-12,decreasing,1.4486440487182506e-05,increasing,3.1193419660846544e-05,increasing,0.030765993127147784,increasing,3.794962122327661e-10,decreasing,2.3763673695498255e-08,no trend,0.4337683428129411,no trend,1.0,no trend,1.0,decreasing,1.8706488580377822e-08,decreasing,1.801502658160814e-08,decreasing,3.795603427114713e-07,decreasing,9.341571960419515e-11,increasing,9.330413384134317e-07,decreasing,0.009718084895928847,no trend,1.0,decreasing,0.00015875660515907164,decreasing,5.241938660915935e-09,decreasing,5.666459779729571e-05,decreasing,2.3763673695498255e-08,increasing,4.924061158817494e-11,increasing,2.842375224076932e-10
spring-guides/gs-accessing-data-neo4j,spring-guides,increasing,1.1462630844505384e-09,increasing,1.070795549251713e-05,increasing,1.1146639167236572e-13,no trend,0.13039122056049113,increasing,2.55351295663786e-14,no trend,0.651500920600437,no trend,0.499974992602799,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,0.07184467294296493,no trend,1.0,decreasing,0.0,decreasing,0.0,decreasing,1.1217981593647508e-05,decreasing,1.6553693384935286e-06,decreasing,1.121464920927906e-09,decreasing,9.256806166035858e-08,increasing,0.0009318158755036166,no trend,0.1699359506011997,increasing,1.584618679495442e-05,no trend,0.15107948351664913,decreasing,7.699283820783442e-05,increasing,9.382695873361158e-06,no trend,1.0,no trend,0.1547215210778261,decreasing,0.0,decreasing,0.0,decreasing,5.2524651295016156e-12,increasing,0.021196320557628656,decreasing,7.993605777301127e-13,no trend,1.0,decreasing,0.0,decreasing,0.0,no trend,0.5623912986526112,no trend,0.15107948351664913,decreasing,0.0,increasing,0.0
spring-guides/gs-validating-form-input,spring-guides,increasing,0.0,increasing,0.0,increasing,6.743938740783051e-12,increasing,2.406810668542647e-06,increasing,1.8300989257369338e-06,decreasing,0.0,increasing,0.0014278966831045015,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,increasing,5.167749236667518e-05,increasing,0.0036813168128857487,increasing,5.3685781693957324e-05,increasing,0.006725190610645138,decreasing,0.015853053471436507,increasing,3.33386651618639e-11,no trend,1.0,no trend,0.8520216739553423,increasing,0.02366183693671342,no trend,1.0,decreasing,0.015853053471436507,no trend,0.8520216739553423,decreasing,0.000802054643034289,increasing,0.005224197278627107,no trend,0.0934545855943607,decreasing,0.015853053471436507,no trend,0.6353098325187652,no trend,1.0,decreasing,3.8258285428582894e-13,decreasing,8.595886002993325e-09,decreasing,0.0,no trend,0.8520216739553423,increasing,0.02348585353713406,increasing,2.4573676427053215e-12
spring-guides/gs-actuator-service,spring-guides,increasing,0.0,increasing,0.0,increasing,4.574118861455645e-13,increasing,2.220446049250313e-16,decreasing,3.774525136890361e-10,no trend,0.6997237436185948,increasing,0.03244820123297365,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,1.787459069646502e-12,increasing,1.318500864044836e-12,increasing,2.6645352591003757e-15,increasing,0.0009604148367508003,increasing,0.0020686974404267033,increasing,5.715428130770306e-13,decreasing,0.0,increasing,0.010900716946850464,no trend,0.11417794257332181,no trend,1.0,no trend,1.0,increasing,0.015056991371886097,increasing,1.4225725486483043e-08,increasing,1.5323708080217102e-08,increasing,0.007179346170890888,no trend,0.9462272478643361,increasing,0.015056991371886097,no trend,1.0,no trend,1.0,no trend,0.8003885002277797,increasing,0.00022210038986214542,increasing,0.010900716946850464,increasing,4.784974638738504e-10,increasing,2.220446049250313e-16
spring-guides/gs-messaging-jms,spring-guides,increasing,0.0,decreasing,6.082320247458028e-08,no trend,1.0,increasing,0.0,increasing,0.0,decreasing,0.002801635722073925,decreasing,0.019109598615548506,increasing,6.661338147750939e-16,increasing,6.661338147750939e-16,increasing,6.661338147750939e-16,increasing,0.0,decreasing,0.01810731591698511,increasing,6.661338147750939e-16,no trend,0.08960317826194109,increasing,8.881784197001252e-16,increasing,1.900701818158268e-13,increasing,0.0,decreasing,1.7930767981511053e-11,decreasing,8.947580765883423e-05,increasing,0.0,decreasing,5.107594347464328e-10,increasing,4.440892098500626e-16,increasing,0.0,no trend,1.0,no trend,1.0,increasing,4.440892098500626e-16,increasing,3.9968028886505635e-15,increasing,4.440892098500626e-15,increasing,0.0005290379838611692,decreasing,0.00046114367477056994,increasing,8.215650382226158e-15,no trend,1.0,decreasing,0.0,increasing,2.6001423236721166e-13,decreasing,0.03335688766965239,increasing,4.440892098500626e-16,increasing,0.0,increasing,0.0
spring-guides/gs-batch-processing,spring-guides,increasing,0.0,decreasing,0.00042401998281293984,increasing,4.574118861455645e-13,increasing,0.0,increasing,9.658940314238862e-14,increasing,1.7524426354498246e-11,increasing,2.673701081201685e-06,increasing,2.8976342121289633e-06,increasing,2.8976342121289633e-06,increasing,2.8976342121289633e-06,increasing,0.003273767905843439,no trend,1.0,increasing,2.8976342121289633e-06,no trend,1.0,increasing,6.8833827526759706e-15,increasing,4.127809205556332e-13,increasing,0.0,decreasing,1.0839821928954052e-08,increasing,6.277329434034584e-08,increasing,0.0,increasing,0.0,increasing,2.4358427892723356e-05,increasing,2.5871362798302044e-05,no trend,1.0,no trend,1.0,increasing,2.5871362798302044e-05,no trend,0.3027107628061336,increasing,0.0,decreasing,0.0,increasing,8.532932138649585e-10,increasing,2.0251922072667128e-07,no trend,0.08966897350601855,decreasing,4.864997293907436e-13,increasing,0.0,increasing,9.242844489776303e-08,increasing,2.4358427892723356e-05,increasing,0.0,increasing,0.0
spring-guides/gs-securing-web,spring-guides,increasing,2.220446049250313e-16,increasing,1.4654943925052066e-14,increasing,6.743938740783051e-12,no trend,0.769987066264892,no trend,0.0553797714452855,decreasing,0.0,increasing,0.0,decreasing,6.595390900088205e-12,decreasing,6.595390900088205e-12,decreasing,6.595390900088205e-12,decreasing,7.253531109085998e-12,no trend,1.0,decreasing,6.288747300686737e-12,decreasing,0.015853053471436507,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,decreasing,0.0006270288430501036,increasing,0.0,decreasing,0.015853053471436507,increasing,2.220446049250313e-16,increasing,0.0,no trend,1.0,decreasing,0.0,increasing,0.0,increasing,2.042810365310288e-14,increasing,0.0,increasing,0.0,decreasing,0.0006270288430501036,increasing,1.3322676295501878e-15,no trend,1.0,decreasing,0.0,no trend,0.08966897350601855,increasing,0.0,increasing,2.220446049250313e-16,increasing,0.0,increasing,0.0
