,,JAVA,CLASSES,PKG,BWR,SAR,FANIN,FANOUT,CC,CCM,CCS,EC,KNTS,NPATH,NPLOG,PL,LOC,DLOC,ELOC,CLOC,BL,NV,AM,NPRM,NPM,PM,LM,STMT,DSTMT,ESTMT,CCR,WMC,NOC,DIT,LCOM,CBO,RFC,NIV,questions
2017,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7848969028707011,0.0,0.5367428556371743,0.6461850284737218,0.4753931340640561,0.5747938564392906,0.7326010030897128,0.0,0.0,0.5700014898576944,0.5159913046242912,0.5725748081379187,0.0,0.820869639225687,0.8819802994958107,0.842771743756008,0.5367428556371743,0.9485381000572864,0.0
2017,4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7848969028707011,0.0,0.5367428556371743,0.6461850284737218,0.4753931340640561,0.5747938564392906,0.7326010030897128,0.0,0.0,0.5700014898576944,0.5159913046242912,0.5725748081379187,0.0,0.820869639225687,0.8819802994958107,0.842771743756008,0.5367428556371743,0.9485381000572864,0.0
2017,5,0.04819277108433735,0.014156508061344868,0.03296703296703297,0.015801084911106406,0.7362591381435215,0.5034440081203807,0.44710711074822124,0.5433620872292979,0.5028626654193042,0.49674921415317597,0.4532614630641302,0.8494315825307479,0.5473825708889769,0.518849151416287,0.047004288876035374,0.06231590165505337,0.0051597847057072745,0.049657242540705186,0.007712609650661229,0.7671457588684807,0.0012208963640761628,0.6847798047342497,1.0,0.7575693002401426,0.3085768291936287,0.9317845665950867,0.028018529351054627,0.008052354312048007,0.7054184482235192,0.30998120266102397,0.8898285574805324,0.0,0.8260200375475788,0.8864535640249424,0.8374461692255896,0.6847798047342497,0.7802437786230082,0.0
2017,6,0.03422782037239869,0.016086940978800986,0.08491508491508491,0.33357186983074255,0.3059061604477706,0.4555026929864047,0.4380924365164372,0.5276812980076827,0.47598587448821017,0.4893744533102021,0.46379496227301237,0.7617056401890379,0.5885391502373909,0.5715583053474041,0.3193734957292837,0.13794121181933403,0.11886374407713182,0.13889021604052934,0.757479495381049,0.5270813157894154,0.12278393317383259,0.49674867739806045,0.6941770779575198,0.5497586565999385,0.5675626208846613,0.6787888772000344,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.6071921741506141,0.0,0.7334094312696482,0.6819110884688703,0.6690892118775109,0.49674867739806045,0.5520512041878979,0.0
2017,7,0.03422782037239869,0.016086940978800986,0.08491508491508491,0.33357186983074255,0.3059061604477706,0.4555026929864047,0.4380924365164372,0.5276812980076827,0.47598587448821017,0.4893744533102021,0.46379496227301237,0.7617056401890379,0.5885391502373909,0.5715583053474041,0.3193734957292837,0.13794121181933403,0.11886374407713182,0.13889021604052934,0.757479495381049,0.5270813157894154,0.12278393317383259,0.49674867739806045,0.6941770779575198,0.5497586565999385,0.5675626208846613,0.6787888772000344,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.6071921741506141,0.0,0.7334094312696482,0.6819110884688703,0.6690892118775109,0.49674867739806045,0.5520512041878979,0.0
2017,8,0.03422782037239869,0.016086940978800986,0.08491508491508491,0.33357186983074255,0.3059061604477706,0.4555026929864047,0.4380924365164372,0.5276812980076827,0.47598587448821017,0.4893744533102021,0.46379496227301237,0.7617056401890379,0.5885391502373909,0.5715583053474041,0.3193734957292837,0.13794121181933403,0.11886374407713182,0.13889021604052934,0.757479495381049,0.5270813157894154,0.12278393317383259,0.49674867739806045,0.6941770779575198,0.5497586565999385,0.5675626208846613,0.6787888772000344,0.116955317778751,0.11684176775161714,0.5010897178187811,1.0,0.6071921741506141,0.0,0.7334094312696482,0.6819110884688703,0.6690892118775109,0.49674867739806045,0.5520512041878979,0.0
2017,9,0.07530120481927711,0.02162799842705466,0.03296703296703297,1.0,0.383405122885316,0.3430828412458167,0.36507332297901357,0.38643998394653917,0.3695434766724274,0.3577845937668892,0.35402555407080266,0.41709541497176583,0.8571868281186713,0.4951434027100418,0.11631152393174762,0.14794140843627235,0.02652161387085747,0.12135657241488873,0.032592424575466634,0.7692403938607426,0.012443986190846284,0.840294908991899,0.8860530386460129,0.7937110420722852,0.683700822130698,0.8693600271047427,0.058875731982419494,0.018103302964346327,0.8300558579830047,0.5483784696925553,0.8151306847256159,0.19082608695652184,0.9622480731616169,0.91402676658251,0.9131419490284012,0.840294908991899,0.6971484574148333,0.0
2017,10,0.07530120481927711,0.02162799842705466,0.03296703296703297,1.0,0.383405122885316,0.3430828412458167,0.36507332297901357,0.38643998394653917,0.3695434766724274,0.3577845937668892,0.35402555407080266,0.41709541497176583,0.8571868281186713,0.4951434027100418,0.11631152393174762,0.14794140843627235,0.02652161387085747,0.12135657241488873,0.032592424575466634,0.7692403938607426,0.012443986190846284,0.840294908991899,0.8860530386460129,0.7937110420722852,0.683700822130698,0.8693600271047427,0.058875731982419494,0.018103302964346327,0.8300558579830047,0.5483784696925553,0.8151306847256159,0.19082608695652184,0.9622480731616169,0.91402676658251,0.9131419490284012,0.840294908991899,0.6971484574148333,0.0
2017,11,0.09738955823293173,0.02097260453532573,0.08791208791208792,0.038271030001875685,0.33946774411786,0.3988266238109932,0.41412357012001094,0.4332080810143322,0.41051714031813885,0.4045806073401482,0.38395994081073703,0.5885434196539822,0.7495729469219916,0.613243008786968,0.18166332074719016,0.21830437192835425,0.04742435422414351,0.16257751917168395,0.05103607247303572,1.0,0.01517299624904987,1.0,0.9537669745319707,1.0,1.0,1.0,0.10370854168508259,0.033506424212597676,1.0,0.7073486821840246,1.0,1.0,1.0,1.0,0.9846442153155895,1.0,0.8107756431575364,0.0
2017,12,0.09738955823293173,0.02097260453532573,0.08791208791208792,0.038271030001875685,0.33946774411786,0.3988266238109932,0.41412357012001094,0.4332080810143322,0.41051714031813885,0.4045806073401482,0.38395994081073703,0.5885434196539822,0.7495729469219916,0.613243008786968,0.18166332074719016,0.21830437192835425,0.04742435422414351,0.16257751917168395,0.05103607247303572,1.0,0.01517299624904987,1.0,0.9537669745319707,1.0,1.0,1.0,0.10370854168508259,0.033506424212597676,1.0,0.7073486821840246,1.0,1.0,1.0,1.0,0.9846442153155895,1.0,0.8107756431575364,0.0
