AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,level,numberJavaFiles,packages,commitSha,commitDate,Buse Readability,Scalabrino Readability
,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,15.95,0.75,11.15,1.4,8.25,4.05,4.9,1.85,0.1,5.3,7.35,1.65,6.1,1.9,1.7,1.9,1.0,0.75,,,,,0.0,,0.55,0.0,,,0.2435,1.9,1.7,1.9,1.0,method,,,3a2cf38c4e2076cad7ac49854747207096d7f64f,2015-05-28 09:17:42-07:00,0.0,0.7607233375310898
2.0,2.0,2.0,1.0,15.75,0.0,11.0,4.5,1.75,8.5,6.75,0.0,,0.0,1.0,,,,5.0,1.0,5.0,18.0,0.0,2.25,0.25,2.5,,93.0,9.25,62.5,12.0,43.75,21.25,,,,28.5,39.0,10.5,30.75,,,,,,3.25,2.75,3.25,1.0,,2.0,1.5,,19.25,16.75,0.345,9.5,8.5,9.5,5.0,class,,,3a2cf38c4e2076cad7ac49854747207096d7f64f,2015-05-28 09:17:42-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,3a2cf38c4e2076cad7ac49854747207096d7f64f,2015-05-28 09:17:42-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,15.95,0.75,11.15,1.4,8.25,4.05,4.9,1.85,0.1,5.3,7.35,1.65,6.1,1.9,1.7,1.9,1.0,0.75,,,,,0.0,,0.55,0.0,,,0.2435,1.9,1.7,1.9,1.0,method,,,05330c5f669a994887538fd5243473886e9715db,2015-06-02 10:16:17+08:00,0.0,0.7607233375310898
2.0,2.0,2.0,1.0,15.75,0.0,11.0,4.5,1.75,8.5,6.75,0.0,,0.0,1.0,,,,5.0,1.0,5.0,18.0,0.0,2.25,0.25,2.5,,93.0,9.25,62.5,12.0,43.75,21.25,,,,28.5,39.0,10.5,30.75,,,,,,3.25,2.75,3.25,1.0,,2.0,1.5,,19.25,16.75,0.345,9.5,8.5,9.5,5.0,class,,,05330c5f669a994887538fd5243473886e9715db,2015-06-02 10:16:17+08:00,0.0,0.7607233375310898
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,05330c5f669a994887538fd5243473886e9715db,2015-06-02 10:16:17+08:00,0.0,0.7607233375310898
,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,15.95,0.75,11.15,1.4,8.25,4.05,4.9,1.85,0.1,5.3,7.35,1.65,6.1,1.9,1.7,1.9,1.0,0.75,,,,,0.0,,0.55,0.0,,,0.2435,1.9,1.7,1.9,1.0,method,,,c31444fdec81233681618dc1e59e2e8f0c8b33f8,2015-06-02 09:12:08-07:00,0.0,0.7607233375310898
2.0,2.0,2.0,1.0,15.75,0.0,11.0,4.5,1.75,8.5,6.75,0.0,,0.0,1.0,,,,5.0,1.0,5.0,18.0,0.0,2.25,0.25,2.5,,93.0,9.25,62.5,12.0,43.75,21.25,,,,28.5,39.0,10.5,30.75,,,,,,3.25,2.75,3.25,1.0,,2.0,1.5,,19.25,16.75,0.345,9.5,8.5,9.5,5.0,class,,,c31444fdec81233681618dc1e59e2e8f0c8b33f8,2015-06-02 09:12:08-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,c31444fdec81233681618dc1e59e2e8f0c8b33f8,2015-06-02 09:12:08-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,15.95,0.75,11.15,1.4,8.25,4.05,4.9,1.85,0.1,5.3,7.35,1.65,6.1,1.9,1.7,1.9,1.0,0.75,,,,,0.0,,0.55,0.0,,,0.2435,1.9,1.7,1.9,1.0,method,,,8c33d3fcf0a0ac0e874aa9f371ecd87a89ec3cf7,2015-06-26 08:46:49-07:00,0.0,0.7607233375310898
2.0,2.0,2.0,1.0,15.75,0.0,11.0,4.5,1.75,8.5,6.75,0.0,,0.0,1.0,,,,5.0,1.0,5.0,18.0,0.0,2.25,0.25,2.5,,93.0,9.25,62.5,12.0,43.75,21.25,,,,28.5,39.0,10.5,30.75,,,,,,3.25,2.75,3.25,1.0,,2.0,1.5,,19.25,16.75,0.345,9.5,8.5,9.5,5.0,class,,,8c33d3fcf0a0ac0e874aa9f371ecd87a89ec3cf7,2015-06-26 08:46:49-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,8c33d3fcf0a0ac0e874aa9f371ecd87a89ec3cf7,2015-06-26 08:46:49-07:00,0.0,0.7607233375310898
,,,,,,,,,,,,,,,,,,,,,,,,,,5.523809523809524,17.333333333333332,1.0476190476190477,11.857142857142858,1.380952380952381,8.80952380952381,4.428571428571429,5.0,2.0,0.1904761904761904,5.619047619047619,7.904761904761905,1.619047619047619,6.666666666666667,2.0476190476190474,1.8571428571428568,2.0476190476190474,1.1428571428571428,0.9523809523809524,,,,,0.238095238095238,,0.6190476190476191,0.238095238095238,,,0.389047619047619,2.0476190476190474,1.8571428571428568,2.0476190476190474,1.1428571428571428,method,,,97db9d166f6acf225854a880daf797d7f53c5cb6,2015-08-19 17:31:47-07:00,0.0,0.7604726510388511
2.5,2.5,2.5,1.75,18.25,0.5,12.75,4.75,1.75,8.75,7.0,0.0,,0.0,1.25,,,,5.25,1.25,5.25,18.25,0.0,2.5,0.5,2.25,,105.0,11.25,69.5,12.75,49.25,24.25,,,,32.0,44.25,11.25,35.25,,,,,,3.75,3.25,3.75,1.75,,2.0,1.75,,20.5,18.0,0.295,10.75,9.75,10.75,6.0,class,,,97db9d166f6acf225854a880daf797d7f53c5cb6,2015-08-19 17:31:47-07:00,0.0,0.7604726510388511
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,97db9d166f6acf225854a880daf797d7f53c5cb6,2015-08-19 17:31:47-07:00,0.0,0.7604726510388511
,,,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,17.857142857142858,1.1428571428571428,12.285714285714286,1.380952380952381,9.19047619047619,4.428571428571429,5.095238095238095,2.0476190476190474,0.1904761904761904,5.9523809523809526,8.285714285714286,1.619047619047619,7.047619047619048,2.095238095238096,1.9047619047619049,2.095238095238096,1.1428571428571428,0.9523809523809524,,,,,0.238095238095238,,0.6666666666666666,0.238095238095238,,,0.3828571428571428,2.095238095238096,1.9047619047619049,2.095238095238096,1.1428571428571428,method,,,583a32679ef4543799604de85505cdd56f6e2259,2015-08-28 15:06:33-07:00,0.0,0.7482426024618603
2.5,2.5,2.5,1.75,18.5,0.5,13.25,4.75,1.75,9.0,7.25,0.0,,0.0,1.25,,,,5.25,1.25,5.25,18.25,0.0,2.5,0.5,2.25,,107.75,11.75,71.75,12.75,51.25,24.25,,,,33.75,46.25,11.25,37.25,,,,,,3.75,3.25,3.75,1.75,,2.0,1.75,,20.25,17.75,0.2875,11.0,10.0,11.0,6.0,class,,,583a32679ef4543799604de85505cdd56f6e2259,2015-08-28 15:06:33-07:00,0.0,0.7482426024618603
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,1.0,4.0,583a32679ef4543799604de85505cdd56f6e2259,2015-08-28 15:06:33-07:00,0.0,0.7482426024618603
