framework,path,question_id,question_tags,question_view_count,question_answer_count,question_score,question_creation_date,question_link,question_owner_id,question_owner_reputation,question_owner_creation_date,question_owner_tags,answer_id,answer_score,answer_creation_date,answer_owner_id,answer_owner_reputation,answer_owner_creation_date,answer_owner_tags
Azure,Azure-Samples/ms-identity-java-webapp,61674188,java;azure;microsoft-graph;msal;microsoft-identity-platform;,105,2,0,2020-05-08 03:31:47,https://stackoverflow.com/questions/61674188/microsoft-graph-identity-java-selected-user-account-does-not-exist-in-tenant,5155835,1648,2015-07-25 12:55:03,google-chrome-extension;android;javascript;android-imageview;android-image;,61758830,1,2020-05-12 14:03:19,7776992,330,2017-03-27 20:26:28,java;msal;azure;azure-active-directory;microsoft-graph;
Azure,Azure-Samples/ms-identity-java-webapp,60927063,angular;spring;azure;spring-boot;msal;,43,0,0,2020-03-30 04:56:01,https://stackoverflow.com/questions/60927063/how-to-setup-authentication-between-spring-security-web-api-and-sso-angular-9-ap,5913185,117,2016-02-11 08:15:00,java-8;java;api;debugging;javax;,,,,,,,[]
Azure,Azure-Samples/azure-cosmos-db-cassandra-java-getting-started,56626690,java;azure-cosmosdb;azure-cosmosdb-sqlapi;azure-cosmosdb-cassandra-api;,110,1,0,2019-06-17 03:32:45,https://stackoverflow.com/questions/56626690/setting-consistency-level-for-read-operation-in-azure-cosmosdb-cassandra-api,143005,901,2009-07-22 12:52:47,database;database-design;sql;multiple-languages;content-management-system;,,,,,,,[]
Azure,Azure-Samples/cognitive-services-android-customvision-sample,54919656,azure;tensorflow;microsoft-cognitive;azure-cognitive-services;microsoft-custom-vision;,277,2,0,2019-02-28 02:28:01,https://stackoverflow.com/questions/54919656/azure-microsoft-cognitive-services-custom-vision-what-is-the-object-detection,1021819,3952,2011-10-31 07:53:47,python;numpy;pandas;alpine;docker;,,,,,,,[]
Azure,Azure-Samples/ms-identity-java-desktop,61759880,json;oauth;java-7;sample;,12,0,1,2020-05-12 15:01:06,https://stackoverflow.com/questions/61759880/microsoft-identity-platform-and-the-oauth-2-0-client-credentials-flow-with-java,13528277,11,2020-05-12 14:55:30,json;sample;oauth;java-7;,,,,,,,[]
Azure,Azure-Samples/ms-identity-java-desktop,61182165,msal;,171,0,1,2020-04-13 01:45:06,https://stackoverflow.com/questions/61182165/execution-of-class-com-microsoft-aad-msal4j-acquiretokenbyauthorizationgrantsupp,13298767,11,2020-04-13 01:25:27,msal;,,,,,,,[]
Azure,Azure-Samples/ms-identity-java-desktop,60314581,microsoft-graph;,54,1,0,2020-02-20 03:10:12,https://stackoverflow.com/questions/60314581/is-it-safe-to-use-username-password-flow-for-graph-api-and-does-this-flow-comes,12917764,1,2020-02-18 05:02:38,,,,,,,,[]
Azure,Azure-Samples/active-directory-android,57423740,android;,245,0,0,2019-08-09 01:04:30,https://stackoverflow.com/questions/57423740/adal-library-sample-code-always-giving-aadsts90013-invalid-input-recevied-from,6181271,71,2016-04-09 10:28:21,java;web-services;android;rest;,,,,,,,[]
Azure,Azure-Samples/active-directory-android,55590356,android;azure-active-directory;,26,1,0,2019-04-09 06:12:41,https://stackoverflow.com/questions/55590356/company-login-page-displayed-twice-while-using-azure-active-directory-in-android,11333813,1,2019-04-09 05:57:03,,,,,,,,[]
Azure,Azure-Samples/active-directory-android,43295797,xamarin;xamarin.android;azure-ad-b2c;msal;,400,2,0,2017-04-08 11:15:59,https://stackoverflow.com/questions/43295797/xamarin-android-auth-ad-b2c-without-forms-use-msal-or-appauth,7837085,1,2017-04-08 08:40:56,,45979651,0,2017-08-31 06:49:21,7837085,1,2017-04-08 08:40:56,
Azure,Azure-Samples/active-directory-android,36732143,android;active-directory;adal;oauth2;,581,1,1,2016-04-19 21:12:50,https://stackoverflow.com/questions/36732143/getting-the-logged-in-user-info-from-adal-on-android,6227642,11,2016-04-19 20:59:10,android;active-directory;adal;oauth2;,,,,,,,[]
Azure,Azure-Samples/active-directory-android,37610780,office365;azure-active-directory;office365api;office365-restapi;,440,1,0,2016-06-03 05:32:10,https://stackoverflow.com/questions/37610780/unable-to-access-calendars-in-office365-outlook-api,1881812,2874,2012-12-06 06:13:24,mysql;innodb;cakephp;firebase;javascript;,,,,,,,[]
Azure,Azure-Samples/azure-iot-samples-java,52839637,java;azure;azure-iot-hub;azure-iot-sdk;,184,1,1,2018-10-16 12:03:21,https://stackoverflow.com/questions/52839637/microsoft-azure-iot-hub-java-notifies-a-lost-connection-to-the-server-reconn,5741290,139,2016-01-03 16:44:31,java;azure;azure-iot-hub;azure-iot-sdk;kotlin;,52852259,1,2018-10-17 06:06:00,5741290,139,2016-01-03 16:44:31,java;azure;azure-iot-hub;azure-iot-sdk;kotlin;
