author,Unnamed: 0,framework,code_sample_events,code_sample_repositories,code_sample_PullRequestEvent,code_sample_ForkEvent,code_sample_IssuesEvent,general_project_events,general_project_repositories,general_project_IssuesEvent,general_project_IssueCommentEvent,general_project_PushEvent,general_project_ForkEvent,general_project_DeleteEvent,general_project_PullRequestEvent,general_project_WatchEvent,general_project_CommitCommentEvent,general_project_CreateEvent,general_project_PullRequestReviewEvent,language_Python,language_JavaScript,language_TypeScript,language_Jupyter Notebook,language_Go,language_Java,language_C++,language_Groovy,language_Shell,language_HTML,code_sample_PushEvent,code_sample_PullRequestReviewEvent,code_sample_IssueCommentEvent,code_sample_CreateEvent,code_sample_PullRequestReviewCommentEvent,code_sample_DeleteEvent,code_sample_MemberEvent,code_sample_ReleaseEvent,general_project_ReleaseEvent,code_sample_WatchEvent,language_C,language_PLpgSQL,language_R,general_project_PublicEvent,language_None,language_HCL,general_project_PullRequestReviewCommentEvent,language_Kotlin,language_Rust,language_Ruby,language_CSS,language_PHP,language_Swift,language_C#,language_Dockerfile,language_OCaml,general_project_GollumEvent,language_PowerShell,language_Vue,general_project_MemberEvent,language_Bicep,language_Scala,language_GCC Machine Description,language_TeX,language_SCSS,language_FreeMarker,language_Nix,language_Emacs Lisp,language_WebAssembly,language_XSLT,language_ActionScript,language_CoffeeScript,language_Objective-C,language_Dart,code_sample_CommitCommentEvent,language_Jinja
jscott1989,807,Android,4.0,1.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zhouyiself,1468,Android,28.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackqdyulei,1479,Android,36.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devbridie,3494,Android,3.0,1.0,0.0,0.0,1.0,27.0,3.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dingram,24900,Android,4.0,1.0,2.0,1.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nlativy,24901,Android,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morganchen12,24906,Android,2.0,1.0,1.0,0.0,0.0,289.0,14.0,11.0,43.0,66.0,0.0,11.0,53.0,0.0,0.0,9.0,45.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,6.0,0.0,0.0
ggfan,26608,Android,33.0,1.0,4.0,1.0,2.0,57.0,11.0,5.0,8.0,25.0,4.0,2.0,6.0,2.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,21.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
