AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,level,numberJavaFiles,packages,commitSha,commitDate,Buse Readability,Scalabrino Readability
,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,4.333333333333333,0.3333333333333333,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.0,0.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,,,0.0833333333333333,1.0,1.0,1.0,1.0,method,,,568834243602e11a1f8d9ea62fb8b394a18c2ba8,2018-07-10 22:01:40-07:00,0.5359762577960888,0.784844716389974
1.0,1.0,1.0,1.0,4.333333333333333,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,2.0,1.6666666666666667,0.0,,0.0,0.0,,,,1.0,0.0,1.0,14.0,0.0,0.0,0.3333333333333333,0.6666666666666666,,10.666666666666666,0.6666666666666666,6.333333333333333,3.333333333333333,1.6666666666666667,3.6666666666666665,,,,1.6666666666666667,3.6666666666666665,2.333333333333333,1.6666666666666667,,,,,,1.0,1.0,1.0,1.0,,1.3333333333333333,0.0,,0.0,0.0,0.62,1.0,1.0,1.0,1.0,class,,,568834243602e11a1f8d9ea62fb8b394a18c2ba8,2018-07-10 22:01:40-07:00,0.5359762577960888,0.784844716389974
,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,3.0,3.0,568834243602e11a1f8d9ea62fb8b394a18c2ba8,2018-07-10 22:01:40-07:00,0.5359762577960888,0.784844716389974
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.4,0.4,7.8,2.2,5.4,0.6,3.8,1.4,0.0,4.0,5.6,2.6,4.4,1.4,1.4,2.0,1.0,0.2,,,,,0.0,,0.4,0.0,,,0.104,1.4,1.4,2.0,1.0,method,,,18fb1569f755f6b411d16bd9afcaa72abf9a1fe0,2018-07-11 08:03:20-07:00,0.3092743955203332,0.7143753071626028
1.25,1.25,1.5,1.0,7.0,0.25,6.25,0.5,1.0,4.5,3.5,0.0,,0.0,0.0,,,,1.25,0.5,1.25,14.25,0.0,0.0,0.5,0.75,,17.0,1.25,13.0,5.0,7.5,3.25,,,,5.5,8.25,4.5,5.5,,,,,,1.5,1.5,2.25,1.0,,1.5,0.5,,12.5,12.5,0.5075,1.75,1.75,2.5,1.25,class,,,18fb1569f755f6b411d16bd9afcaa72abf9a1fe0,2018-07-11 08:03:20-07:00,0.3092743955203332,0.7143753071626028
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,3.0,3.0,18fb1569f755f6b411d16bd9afcaa72abf9a1fe0,2018-07-11 08:03:20-07:00,0.3092743955203332,0.7143753071626028
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.4,0.4,7.8,2.2,5.4,0.6,3.8,1.4,0.0,4.0,5.6,2.6,4.4,1.4,1.4,2.0,1.0,0.2,,,,,0.0,,0.4,0.0,,,0.104,1.4,1.4,2.0,1.0,method,,,41092d6c1bc0aa4e679cc5fff9fbad05762b7308,2018-07-11 08:11:07-07:00,0.3092743955203332,0.7143753071626028
1.25,1.25,1.5,1.0,7.0,0.25,6.25,0.5,1.0,4.5,3.5,0.0,,0.0,0.0,,,,1.25,0.5,1.25,14.25,0.0,0.0,0.5,0.75,,17.0,1.25,13.0,5.0,7.5,3.25,,,,5.5,8.25,4.5,5.5,,,,,,1.5,1.5,2.25,1.0,,1.5,0.5,,12.5,12.5,0.5075,1.75,1.75,2.5,1.25,class,,,41092d6c1bc0aa4e679cc5fff9fbad05762b7308,2018-07-11 08:11:07-07:00,0.3092743955203332,0.7143753071626028
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,3.0,3.0,41092d6c1bc0aa4e679cc5fff9fbad05762b7308,2018-07-11 08:11:07-07:00,0.3092743955203332,0.7143753071626028
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.4,0.4,7.8,2.2,5.4,0.6,3.8,1.4,0.0,4.0,5.6,2.6,4.4,1.4,1.4,2.0,1.0,0.2,,,,,0.0,,0.4,0.0,,,0.104,1.4,1.4,2.0,1.0,method,,,c180d1976264c2fa4cea7db935756248ec576e5f,2018-07-11 08:28:58-07:00,0.3091044494261344,0.7143753071626028
