framework,path,A,M,D,total_actions,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
spring,cbaueratwork/gs-spring-boot,1,5,0,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
spring,ramisra/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,heowc/gs-spring-boot,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,gaplo917/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,chivagarg/gs-spring-boot,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spring,startcode/gs-spring-boot,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,titi2244/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,wphokomp/gs-spring-boot,2,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,ArieShout/gs-spring-boot,6,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
spring,kanaparthikiran/spring-boot-hello-world-postgres,7,2,3,12,7,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
spring,binbinning/gs-spring-boot,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
spring,ramimmadi/gs-spring-boot,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,wubin28/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,gt-sun/gs-spring-boot,2,4,0,6,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
spring,mlvandijk/gs-spring-boot,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,suhuruli/gs-spring-boot,9,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
spring,tflander/gs-spring-boot,6,3,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
spring,pskwiercz/gs-spring-boot,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,btisdall/gs-spring-boot,0,6,12,18,3,3,3,1,2,0,0,0,0,0,0,1,0,0,6,3,1,0,0,0
spring,andreasmihm/spring-boot-on-azure,1,8,0,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
spring,kevinfealey/gs-spring-boot,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,himanshumps/gs-spring-boot,2,11,1,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
spring,microsoft/gs-spring-boot,1,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
spring,abdoo/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,xscript/gs-spring-boot,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
spring,brooklyyounce/gs-spring-boot,3,49,0,52,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
spring,julianwki/spring-boot-hello-world-postgres,6,2,3,11,7,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
spring,jwsliu/gs-spring-boot,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,mrleftorg/gs-spring-boot,1,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,bendalby82/gs-spring-boot,3,2,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
spring,MarcinMilewski/gs-spring-boot,2,7,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
spring,dsharew/gs-spring-boot,1,3,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,lightgao/gs-spring-boot,8,21,18,47,3,4,3,1,2,1,2,0,0,11,0,1,0,2,18,2,1,0,0,0
spring,emra700/gs-spring-boot,40,17,4,61,40,4,0,4,0,0,1,0,0,0,0,0,0,0,12,0,4,0,0,0
spring,UmarHussain/gs-spring-boot,0,6,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spring,StringerJavaObfuscator/gs-spring-boot,5,17,1,23,0,0,0,8,0,4,3,0,2,0,0,0,0,0,6,6,4,0,0,0
spring,adgonz90/gs-spring-boot,1,6,9,16,1,2,2,0,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0
spring,vkuptcov/gs-spring-boot,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,raokarthik74/Ride-sharing_Auction-based-Approach,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,spring-thunder/skeleton-service,3,0,30,33,6,4,4,1,2,1,2,0,0,1,1,2,0,0,9,2,1,0,0,0
spring,akhaldi94/tx1,4,8,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,jfsc/gs-spring-boot,6,1,0,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
spring,cynic89/gs-spring-boot,1,11,0,12,2,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0
spring,billmoling/gs-spring-boot,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,pkenguva/gs-spring-boot,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spring,lsqaisen/gs-spring-boot,2,6,0,8,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0
spring,godisren/gs-spring-boot,2,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,ozoli/gs-spring-boot,0,0,15,15,4,2,2,1,1,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0
spring,xtreme-sameer-vohra/gs-spring-boot,3,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
spring,agbpatro/geospatial587,40,201,39,280,197,9,3,9,1,11,2,0,2,1,0,1,0,0,65,2,9,0,0,0
spring,kapilkshemkalyani/gs-spring-boot,1,5,0,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
spring,marcelib/gs-spring-boot,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,luzma87/gs-spring-boot,19,4,0,23,13,1,0,1,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0
spring,amirfried/gs-spring-boot,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,pvtl-shane/gs-spring-boot,16,14,0,30,0,0,0,0,0,0,0,0,0,1,16,0,0,0,13,2,0,0,0,0
spring,jiming/gs-spring-boot,6,2,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,nsdiv/gs-spring-boot,4,4,0,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spring,tom-collings/gs-spring-boot,11,0,0,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
spring,thaithien/gs-spring-boot,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,boysbee/gs-spring-boot,2,4,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
spring,edunning/java-code-example,4,0,8,12,3,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0
spring,EricGuilherme/gs-spring-boot,252,3,0,255,6,15,0,22,0,0,0,0,3,0,0,0,0,0,209,0,1,0,0,0
spring,harisankars/gs-spring-boot,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,Sheparzo/gs-spring-boot,3,9,0,12,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0
spring,pollseed/gs-spring-boot,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,pcholakov/docker-spring-boot-primer,4,0,10,14,3,1,1,1,1,1,1,0,0,1,0,0,0,0,5,1,1,0,0,0
spring,arkenoid/gs-spring-boot,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0framework,path,A,M,D,total_actions,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
spring,huijooPark/gs-rest-service,2,7,0,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,JimHinson/gs-rest-service,3,12,0,15,6,1,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1,0,0,0
spring,PitPietro/gs-rest-service,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,asseco-tech/gs-rest-service,3,8,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
spring,JungMockdan/gs-rest-service,35,0,0,35,9,3,2,1,1,0,0,0,0,0,0,1,0,0,18,0,1,0,0,0
spring,crossz/gs-rest-service_tw,0,14,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,Amiit006/gs-rest-service,1,0,18,19,3,4,3,1,1,0,0,0,0,1,1,1,0,0,5,1,1,0,0,0
spring,phillipsk/gs-rest-service,5,7,0,12,7,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
spring,griffincollege/openshift-springboot-rest-service,14,10,39,63,3,5,4,3,2,2,2,0,0,1,14,2,0,0,26,2,3,0,0,0
spring,Dat19v2/gs-rest-service,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,arun1684/gs-rest-service,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,aeomhs/tl-rest-service,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,microsoftgraph/java-spring-webhooks-sample,17,25,22,64,20,3,2,6,1,7,2,0,0,1,2,1,0,1,20,5,6,0,0,5
spring,khaibarsofyan/gs-rest-service,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,oliversavio/gs-rest-service,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,zorck97/devsecops-pipeline,7,21,31,59,3,5,3,6,2,10,2,0,0,1,2,1,0,0,25,2,6,0,0,0
spring,jesushdm/gs-rest-service,2,3,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,Sukumu/gs-rest-service,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
spring,ryuutamaehara/gs-rest-service,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,veronx/gs-rest-service,0,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
spring,josueCERT/gs-rest-service,54,72,35,161,16,10,7,16,4,3,1,0,3,1,3,3,0,0,94,6,3,0,0,0
spring,sergiovlvitorino/gs-rest-service,0,5,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0
spring,varungudisena123/gs-rest-service,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,mesutcelik/gs-rest-service,0,4,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,britzke/gs-rest-service,5,8,6,19,2,3,1,0,1,0,0,2,0,0,4,0,0,0,6,1,0,0,0,0
spring,shangcg/gs-rest-service,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,YangtaoGe518/gs-rest-service,5,0,0,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
spring,JyTosTT/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,sg4j/springboot-restservice-h2-docker,3,9,51,63,5,8,8,5,4,0,5,1,0,1,4,4,0,0,20,4,5,0,0,0
spring,mlennard-utn/todoweb-rest-service,2,2,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
spring,MillsProvosty/gs-rest-service,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,irwimscott/gs-rest-service,8,39,31,78,17,4,4,20,2,0,0,0,0,1,18,2,0,0,10,2,16,0,0,0
spring,KaranKhirsariya/gs-rest-service,3,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,MRentka/gs-rest-service,3,28,0,31,6,5,0,2,2,0,2,0,0,1,2,2,0,0,9,2,2,0,0,0
spring,sbanerje/gs-rest-service,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
spring,anchou-bockhorn/gs-rest-service,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,fwullschleger/gs-rest-service,14,0,0,14,4,2,0,1,1,0,0,0,0,0,1,1,0,0,4,1,1,0,0,0
spring,zang3tsu/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,itnnt/gs-rest-service,3,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,aditobias/gs-rest-service,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,lorenly/gs-rest-service,3,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,delatma/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,bryanKoKoBop/gs-rest-service,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
spring,cruztr/gs-rest-service-1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,kengarcia96/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,pastema/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,medingr/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,nicolch09/gs-rest-service,7,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
spring,Chulowee/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,aaronlagdameo/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,zukifujita/gs-rest-service,7,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
spring,genrev09/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,gonzach/gs-rest-service,3,2,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,danluigitating/gs-rest-service,5,1,12,18,2,3,2,1,1,0,0,0,0,0,1,1,0,0,8,1,1,0,0,0
spring,Nanaki92/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,yocodigo/gs-rest-service,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,ITA-Manila-Lansaro/gs-rest-service,4,0,1,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spring,kensevilla/gs-rest-service,7,0,1,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
spring,mikecrophones07/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,mannellai/gs-rest-service,1,6,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
spring,JWThewes/gs-rest-service,0,0,26,26,2,4,4,1,2,0,2,0,0,1,1,1,0,0,9,2,1,0,0,0
spring,danielinclouds/gs-rest-service,1,0,19,20,1,3,3,1,1,0,2,0,0,1,1,1,0,0,7,1,1,0,0,0
spring,pradyk/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,credit2go/gs-rest-service,2,6,0,8,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
spring,senthilrch/gs-rest-service,13,1,15,29,9,3,3,2,2,0,0,0,0,0,2,2,0,0,6,2,2,0,0,0
spring,muaz-git/gs-rest-service,24,26,0,50,28,2,0,6,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0
spring,hardyansein/gs-rest-service,1,5,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0
spring,nemo-mona/gs-rest-service,3,2,2,7,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
spring,nuage0010/gs-rest-service,16,2,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0
spring,chenhengjie123/gs-rest-service,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,fenago/lv-rest-service,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
spring,vinoth-kumar-k/gs-rest-service,2,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
spring,ysfAskri/gs-rest-service,1,1,18,20,1,3,3,1,2,0,0,0,0,1,1,1,0,0,8,2,1,0,0,0
spring,zzl163/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,Beat2BeatMatias/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,yilinglu/gs-rest-service,14,9,25,48,12,5,3,10,2,2,1,0,0,1,3,1,0,1,10,2,4,0,0,0
spring,aubie96/gs-rest-service,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,slamkalukas/gs-rest-service,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,timtsj/gs-rest-service,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,hvhilton/gs-rest-service,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,keeslouwen/gs-rest-service,0,5,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
spring,cookcodeblog/gs-rest-service,14,1,28,43,8,6,6,3,3,0,1,0,0,0,1,3,0,0,12,3,3,0,0,0
spring,danvitoriano/gs-rest-service,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spring,Lorsen/gs-rest-service,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,jmsuzuki/gs-rest-service,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
spring,yingjiezhong/gs-rest-service,8,6,1,15,11,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spring,marcoespinoz/gs-rest-service,2,31,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0
spring,JCL38-ORANGE/gs-rest-service,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,mfiume/ga4gh-discovery-search-service,13,7,2,22,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,lchhung/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,czhifa/gs-rest-service,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,Tr4pSt3R/gs-rest-service,3,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,cognizant-siz/gs-rest-service,4,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,prasaddongrekar/gs-rest-service,11,5,1,17,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spring,watabean/gs-rest-service,1,3,23,27,2,3,3,2,1,0,2,0,0,1,0,2,0,1,11,2,2,0,0,0
spring,CassandraGoose/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,bingli7/gs-rest-service,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,AravindaAN/gs-rest-service,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,haohaogit/gs-rest-service,72,19,3,94,92,3,0,6,0,0,0,0,5,0,1,0,0,0,4,0,5,0,0,0
spring,toddp/gs-rest-service,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,passadoreg/gs-rest-service,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,pritamjadhav18/gs-rest-service,4,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,conodelia/gs-rest-service,14,14,0,28,13,1,1,1,1,0,0,0,0,0,1,1,0,0,9,6,1,0,0,0
spring,cheunal/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,aesops0124/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,yipchingwan/gs-rest-service,8,0,0,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
spring,JackyLeungOOCL/gs-rest-service,9,4,0,13,7,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
spring,moniv3v/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,hei12011996/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,rexlo317/gs-rest-service,11,2,0,13,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
spring,ikersuen/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,EddieFong/gs-rest-service,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,Venicelam/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,mohonsing113/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,lessarderic/gs-rest-service,14,4,1,19,12,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0
spring,michaelryanmcneill/gs-rest-service,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spring,sreenikompelli/gs-rest-service,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,rmaynar/gs-rest-service,4,3,0,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
spring,mamazola/gs-rest-service,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,jskomurski/gs-rest-service,13,12,14,39,16,2,1,2,1,0,9,0,2,0,0,0,0,1,7,1,2,0,0,0
spring,Dushyant-davv/gs-rest-service,12,0,23,35,8,5,5,3,2,1,0,0,0,1,1,2,0,0,11,2,3,0,0,0
spring,aivong/gs-rest-service,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,deejmore/gs-rest-service,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,rogersnm/gs-rest-service,5,4,29,38,7,5,5,1,2,4,2,0,0,1,1,1,0,1,9,2,1,0,0,0
spring,LarryZhangy/gs-rest-service,13,11,2,26,10,3,0,4,0,6,0,0,0,0,1,2,0,0,0,0,3,0,0,0
spring,elsoft74/gs-rest-service,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
spring,zmdeluyas/gs-rest-service,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,darkchoco/gs-rest-service,0,8,1,9,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
spring,ibuziuk/gs-rest-service,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,amitdhallBD/gs-rest-service,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,fabiocsantana/gs-rest-service,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,elonderin/springfox-swagger2-bug-xmlrootelement,1,5,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spring,terence-taih/spring,44,56,26,126,64,5,5,5,3,0,3,0,20,1,2,2,0,1,22,8,2,0,0,0
spring,ichiranakita/gs-rest-service,6,4,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0
spring,guozheng/gs-rest-service,5,3,0,8,3,0,0,2,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0
spring,Tuong-Nguyen/gs-rest-service,0,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0
spring,mosorno91/gs-rest-service,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spring,dreamerisdoer/gs-rest-service,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,veead/gs-rest-service,5,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spring,senseijames/gs-rest-service,5,5,0,10,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0
spring,frizio/gs-rest-service,1,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spring,springdev-guides/gs-rest-service,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
