framework,path,A,M,D,total_actions,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
android,akhilbidhuri/android-play-location,0,5,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,maniparas/android-play-location,0,19,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
android,Peterg1759/android-play-location,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,Atul206/android-play-location,27,0,0,27,4,2,1,7,1,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0
android,andmarkan/android-play-location,36,0,0,36,4,2,1,16,1,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0
android,PhongHuynh93/android-play-location,0,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,djcarlinwa/android-play-location,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,anlif/android-play-location,0,4,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,johanneslaubermoovel/android-play-location,0,9,0,9,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
android,kish9nine/android-play-location,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,tiwari9773/android-play-location,0,4,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,MaTriXy/android-play-location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,sil3nz3r/android-play-location,1,7,0,8,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
android,coplas/android-play-location,0,5,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
android,an83/android-play-location,6,10,2,18,9,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0
android,srikanthrsb/android-play-location,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,colinsung/android-play-location,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,Benweii/android-play-location,9,17,0,26,7,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
android,AnthonyHaydon/android-play-location,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,tanujs22/android-play-location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,DaleKocian/android-play-location,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,leelai/android-play-location,0,5,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
android,faycelchaoua/google-services,4,12,29,45,10,2,0,15,0,0,0,0,0,0,0,0,0,0,18,3,0,0,1,0
android,goeltarun/google-services,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,ymmtyuhei/google-services,0,9,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,2nazeem/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,Lucretiel/google-services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,DuanBinbin/google-services,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,MaximBazarov/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
android,tsanjoto/google-services,0,1,254,255,19,6,3,35,3,7,0,0,0,1,1,0,0,16,170,8,0,0,4,0
android,manoharendla/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
android,KIMJIYUN/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,diatrevolo/google-services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,stevei101/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,angelbirth/google-services,0,5,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,jbushmaster007/google-services,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,catalant-backup/google-services,47,101,4,152,75,0,0,53,0,0,0,0,0,0,0,0,0,1,23,4,0,0,8,0
android,thewamz/google-services,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,DaleKocian/google-services,0,8,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
android,cebufooddroid/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,jaydeepw/google-services,0,25,2,27,0,0,0,0,6,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0
android,tamzi/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,tomasite/google-services,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
android,iitjmayank/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,gcstang/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,sannihith1995/google-services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,navidRoohi/google-services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,hsoonyazizi/google-services,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
android,MaTriXy/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,Aashish2009/google-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,jesdynf/google-services,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,rohitshampur/google-services,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,martijndebruijn/google-services,499,630,157,1286,86,18,9,133,9,58,0,4,0,3,1,0,0,25,1018,84,0,0,20,0
android,dejavu1988/google-services,1,13,0,14,1,3,1,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0
android,colinsung/google-services,3,18,1,22,1,0,0,2,0,0,0,0,0,1,0,0,0,4,14,14,0,0,0,0
android,nmesisca/google-services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,bermuda2810/easypermissions,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,SerggioC/easypermissions,29,25,27,81,28,2,0,6,0,0,0,0,0,0,0,0,64,0,16,9,0,0,4,0
android,Chadconley/easypermissions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,VMadalin/easypermissions,22,45,3,70,5,2,0,18,0,1,0,0,0,0,0,0,6,0,38,7,0,0,3,0
android,mikebayles/easypermissions,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,jiangming8/easypermissions,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,HGXG/easypermissions,1,7,1,9,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,bachhoan88/easypermissions,18,7,0,25,1,1,0,0,0,1,0,0,0,0,0,0,17,0,5,3,0,0,0,0
android,XinyueZ/easypermissions,1,73,0,74,35,2,0,0,0,8,0,0,0,0,0,0,0,0,29,24,0,0,0,0
android,xuhuanli/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,fengshiqian/easypermissions,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,itsymbal/easypermissions,2,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,ammogcoder/easypermissions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,caramelWaffle/easypermissions,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,rayevg/easypermissions,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,timeyoyo/easypermissions,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,mgolebiowski95/easypermissions,6,11,1,18,8,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,0,0,1,0
android,KisCode/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,ligboy/easypermissions,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,xingstarx/easypermissions,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
android,kuanyingchou/easypermissions,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,ernestkamara/easypermissions,2,21,2,25,14,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,dcalf/easypermissions,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
android,shucc/easypermissions,19,84,8,111,54,0,0,26,0,14,0,0,0,0,1,0,0,0,16,16,0,0,0,0
android,tsy12321/easypermissions,4,3,1,8,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,Rajdattpawar/easypermissions,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,sourcelibrary/easypermissions,2,9,1,12,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,k0shk0sh/easypermissions,3,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,dsokolov/easypermissions,1,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,BoBoMEe/easypermissions,3,2,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,jmarkovic/easypermissions,1,14,1,16,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
android,ab503044120/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,kelv1nq1an/easypermissions,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,baiiu/easypermissions,6,19,4,29,15,2,0,1,0,3,0,0,0,0,0,0,0,0,8,6,0,0,0,0
android,Shahar2k5/easypermissions,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,fly2013/easypermissions,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,ren545457803/easypermissions,13,16,3,32,16,0,0,8,0,2,0,0,0,0,0,0,0,0,6,3,0,0,2,0
android,xxxifan/easypermissions,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,MaTriXy/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,rongliangduan/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,GulajavaMinistudio/easypermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,skbhati199/testing-samples,2,11,0,13,6,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
android,falvarez06/testing-samples,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,ramubellamkonda/testing-samples,1,3,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
android,tarappo/testing-samples,7,46,2,55,1,0,0,1,0,0,0,0,0,0,14,0,0,0,39,2,0,0,1,0
android,pedrovarela86/testing-samples,22,5,0,27,4,2,0,11,0,0,0,0,0,0,0,0,1,0,9,3,0,0,2,0
android,fjzw2008/testing-samples,1,3,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0
android,akrfjmt/testing-samples,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,fantimond/android-testing-samples,0,76,0,76,17,16,0,9,0,1,0,0,0,0,0,0,0,0,33,33,0,0,3,0
android,yyudhistira/testing-samples,1,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,BlogForMe/testing-samples,44,7,2,53,3,3,1,17,1,0,0,0,0,0,0,0,1,0,27,9,0,0,5,0
android,bitcoder/testing-samples,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,holylance/testing-samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,HappyHackingNinja/android-testing-samples,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,martinandersson2011/testing-samples,0,8,0,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
android,zerosylvia/android-testing,0,4,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,nadar71/android-testing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,ibrahimazzam/android-testing,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,caminsha/android-testing,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,alfiewm/android-testing,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
android,mlihan/android-testing,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,alex1545/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
android,christopherney/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
android,shifujun/android-testing,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,zhaonian/android-testing,1,3,0,4,0,2,1,8,1,1,0,1,0,0,0,0,8,0,11,4,0,0,1,0
android,robgasparyan/android-testing,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
android,jesselima/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,yangpengge293/android-testing,14,3,0,17,0,0,0,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
android,prav1021/android-testing,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,bonarmada/android-testing,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
android,yasu7ri/android-testing,1,7,0,8,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0
android,burakozknn/android-testing,0,5,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,hannesa2/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,kevoroid/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,TheWiseOptimist/googlesamples_android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,hx-git/android-testing,7,1,0,8,11,2,1,8,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0
android,aha-oretama/android-testing,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
android,vladimirjeune/android-testing,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
android,scinfu/android-testing,34,17,496,547,58,28,18,170,16,19,0,2,1,1,0,0,9,0,229,32,0,0,27,0
android,KNShrinidhi/android-testing,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
android,mohitmun/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,limitx/android-testing,0,6,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
android,akholafaei/android-testing,33,19,0,52,3,3,1,11,1,1,0,0,0,0,0,0,0,0,32,20,0,0,2,0
android,bakikocak/android-testing,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,bitrise-io/android-testing,29,1,0,30,0,2,1,8,1,2,0,1,0,0,0,0,6,0,9,2,0,0,1,0
android,adani-grab/android-testing,446,11,773,1230,147,72,41,368,38,42,0,3,3,3,0,0,18,0,495,84,0,0,66,0
android,Divya063/android-testing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,lzhang1/android-testing,1,6,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,zeroclouds/android-testing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,SaxenaKaustubh/android-testing,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,sledguy/android-testing,5,7,5,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
android,tybelnap/android-testing,1,5,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,joshnielson/android-testing,1,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
android,HonghuiLi/android-testing,3,3,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
android,evansherry/android-testing,3,22,0,25,5,0,0,4,0,0,0,0,0,0,0,0,0,0,16,16,0,0,1,0
android,AlanCowap/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,DroidsOnRoidsPlayground/android-testing,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
android,l376571926/android-testing,2,15,0,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0
android,gSchool/android-testing,0,13,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0
android,jingtalk/android-testing,2,6,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,betty200744/android-testing,2,46,0,48,23,8,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0
android,Rikharthu/android-testing,10,13,0,23,8,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0
android,xiewenyong/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,imsardine/android-testing,28,5,0,33,7,2,1,11,1,1,0,0,0,0,0,0,0,0,10,2,0,0,1,0
android,weatherfish/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,doselect/android-testing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,cscsmeca/android-testing,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
android,vinaywadhwa/android-testing,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,paarsaa/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
android,Jeferex/android-testing,0,27,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0
android,CRSingh/android-testing,12,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
android,henrychuangtw/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,nikhil969/android-testing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
android,holybible934/android-testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,jeffreyjc911/android-testing,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,mendhak/android-testing,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
android,moquality/android-testing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
android,wizardee/android-testing,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,ipcjs/android-testing,0,10,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0
android,Ekt0s/android-testing,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
android,wangliang7730/android-testing,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android,priitlatt/android-testing,1,2,337,340,42,22,12,96,11,15,0,0,1,2,0,0,0,0,141,23,0,0,13,0
android,victorvmp/android-testing,7,4,2,13,5,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
android,mauricegavin/android-testing,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
android,ycdev-aosp/android-testing,6,1,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
android,colinsung/android-testing,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
