framework,sample,full_name,archived,created_at,description,forks,language,open_issues,closed_issues,stars,subscribers,updated_at,watchers,commits,downloads,development_time
Android,googlesamples/android-vision,pdrogfer/P3-Udacity,0.0,2016-02-28 08:07:21,Third project in the Udacity Android Developer Nanodegree,0.0,Java,0.0,0.0,0.0,1.0,2016-03-07 18:07:22,0.0,3.0,0.0,8.0
Android,googlesamples/android-vision,ikbenpinda/sm7-d4nw2,0.0,2016-10-04 13:17:44,"Android concept app for Design4Nature, week 2, 3, 4.",0.0,Java,0.0,0.0,0.0,0.0,2016-10-10 23:37:02,0.0,13.0,0.0,6.0
Android,googlesamples/android-vision,iamshahjahan/MyApplication,0.0,2016-03-14 16:23:25,The app detects the location of different parts of an image.,0.0,Java,0.0,0.0,0.0,1.0,2016-03-14 16:23:57,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,dineshrijal119/SctNetworkAlpha,0.0,2016-05-19 23:50:26,,0.0,Java,0.0,0.0,0.0,2.0,2016-05-19 23:51:02,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,VAdaihiep/FitCropAndroidVision,0.0,2016-06-04 04:22:16,A simple demo of Android Vision (https://github.com/googlesamples/android-vision) scan barcode with camera preview fit view size without stretch issue,2.0,Java,0.0,0.0,3.0,2.0,2018-05-07 18:59:26,3.0,3.0,0.0,702.0
Android,googlesamples/android-vision,Hydrog3n/ProductFinding-Android,0.0,2016-06-29 15:57:20,Application Android ProductFinding pour un projet de l'EPSI,1.0,Java,0.0,0.0,0.0,1.0,2016-06-29 15:57:42,0.0,85.0,0.0,0.0
Android,googlesamples/android-vision,TonyTangAndroid/GoogleMobileVisionDemo,0.0,2016-12-12 20:01:20,,0.0,Java,0.0,0.0,1.0,2.0,2017-06-14 15:05:02,1.0,3.0,0.0,183.0
Android,googlesamples/android-vision,betri28/FaceDetectCamera,0.0,2016-05-26 10:22:48,"A project demo Face Detection from Camera or Image, use class media.FaceDetector android.",99.0,Java,4.0,2.0,194.0,15.0,2022-03-11 10:34:57,194.0,18.0,0.0,2115.0
Android,googlesamples/android-vision,IsabelPalomar/android-mobile-vision,0.0,2016-08-31 03:50:39,Exploring Mobile Vision API,0.0,Java,0.0,0.0,0.0,1.0,2016-08-31 04:38:49,0.0,7.0,0.0,0.0
Android,googlesamples/android-vision,JavonDavis/Lab-Assistant,0.0,2016-01-14 14:31:33,"Companion Android application for lab assistants at the University of the West Indies, Mona",0.0,Java,5.0,1.0,2.0,1.0,2016-03-03 17:00:13,2.0,18.0,0.0,49.0
Android,googlesamples/android-vision,JavonDavis/Play-Services-Demo,0.0,2016-08-30 01:22:01,"Demo App for my PluralSight Course ""Getting Started with Google Play Services""",0.0,Java,1.0,6.0,1.0,1.0,2017-11-24 07:15:05,1.0,33.0,0.0,451.0
Android,googlesamples/android-vision,ztickm/Leexy_App_dev,0.0,2017-12-18 09:27:23,"An app to scan prepaid mobile vouchers and refill accounts automatically, built on top of google's mobile vision libraries",1.0,Java,0.0,0.0,4.0,3.0,2021-03-12 21:28:37,4.0,9.0,0.0,1180.0
Android,googlesamples/android-vision,kim-yeonjung/toy_project,0.0,2018-11-18 15:12:37,,0.0,Java,0.0,0.0,0.0,1.0,2018-12-04 01:18:47,0.0,6.0,0.0,15.0
Android,googlesamples/android-vision,NilanjanDaw/ViewFinder,0.0,2016-10-30 15:27:56,A real life Text Search Engine,0.0,Java,0.0,0.0,0.0,2.0,2018-11-21 21:54:02,0.0,9.0,0.0,752.0
Android,googlesamples/android-vision,williammlu/ddoskify,0.0,2016-11-12 08:51:35,CalHacks 3.0 - put ddoski onto everyone's faces!,0.0,Java,0.0,0.0,0.0,2.0,2016-11-14 08:43:15,0.0,17.0,0.0,1.0
Android,googlesamples/android-vision,omar-adel/AndroidNanoDegreeProject3,0.0,2016-11-20 23:52:48,Udacity Android Developer Nano Degree Project 3 - Super Duo,0.0,Java,0.0,0.0,0.0,1.0,2018-05-05 23:02:20,0.0,8.0,0.0,530.0
Android,googlesamples/android-vision,wmcalyj/Eash-Tracking,0.0,2017-01-09 17:22:14,,0.0,Java,0.0,0.0,0.0,2.0,2017-01-09 17:23:35,0.0,11.0,0.0,0.0
Android,googlesamples/android-vision,ChinaVolvocars/AndroidAPIDemos,0.0,2017-03-20 05:54:56,,0.0,Java,0.0,0.0,0.0,1.0,2017-03-20 05:55:09,0.0,5.0,0.0,0.0
Android,googlesamples/android-vision,pumatus/visionface,0.0,2017-01-21 06:11:29,🌞 Detect Facial Features in Photos,0.0,Java,1.0,0.0,0.0,1.0,2017-01-22 04:48:17,0.0,11.0,0.0,0.0
Android,googlesamples/android-vision,MohammadSharif/Translatte,0.0,2017-01-21 20:55:00,Android application powered by the Google Cloud Platform for Optical Character recognition and text translation. Won Best use of Rapid API and placed for Most Technically Challenging Hack at Hack Davis 2017.,1.0,Java,0.0,0.0,4.0,4.0,2020-07-26 00:09:01,4.0,48.0,0.0,1281.0
Android,googlesamples/android-vision,cluelin/BarcodeScannerApp,0.0,2017-01-30 18:26:09,,0.0,Java,0.0,0.0,0.0,2.0,2017-11-06 17:17:14,0.0,10.0,0.0,279.0
Android,googlesamples/android-vision,mohanrajsambath/DroidRepos,0.0,2018-01-24 06:51:52,This Repositry for public contribution developers,0.0,Java,0.0,7.0,0.0,2.0,2018-04-16 10:30:06,0.0,36.0,0.0,82.0
Android,googlesamples/android-vision,bchipman/WaferNavApp,0.0,2017-02-11 21:57:55,,0.0,Java,0.0,0.0,2.0,5.0,2018-12-14 23:53:25,2.0,145.0,0.0,671.0
Android,googlesamples/android-vision,MikeBarannikov/CrazyQrBarCode,0.0,2017-03-20 17:32:28,,0.0,Java,0.0,0.0,0.0,1.0,2017-03-20 17:35:17,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,nalancer08/Mobile-Computer-Vision,0.0,2017-04-08 05:24:44,"App Builders Mobile Computer Vision abstraction, for Android & iOs",1.0,Java,0.0,0.0,1.0,2.0,2018-10-17 19:41:50,1.0,14.0,0.0,557.0
Android,googlesamples/android-vision,Rivenlalala/Scan-and-Call,0.0,2017-05-15 11:47:22,识别小票上的电话号码并拨打,0.0,Java,0.0,0.0,2.0,0.0,2020-11-02 16:19:42,2.0,7.0,0.0,1267.0
Android,googlesamples/android-vision,parakrama1995/barcode-reader,0.0,2017-05-10 10:29:25,,0.0,Java,0.0,0.0,0.0,1.0,2017-05-10 10:29:32,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,parakrama1995/photo-demo,0.0,2017-05-18 04:49:04,,0.0,Java,0.0,0.0,0.0,1.0,2017-05-18 04:49:11,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,victoraldir/BuddyBook,0.0,2017-03-22 14:33:48,BuddyBook is the eighth project of Udacity Nanodegree,2.0,Java,12.0,36.0,8.0,1.0,2020-02-19 21:26:52,8.0,318.0,0.0,1064.0
Android,googlesamples/android-vision,victoraldir/StaffClock,0.0,2018-07-17 01:58:27,,0.0,Java,0.0,0.0,1.0,1.0,2019-01-02 21:43:46,1.0,18.0,0.0,169.0
Android,googlesamples/android-vision,TylerMcCraw/android-udacity-superduo,0.0,2016-01-11 00:57:15,Super-Duo project for Udacity Android Nanodegree,0.0,Java,0.0,0.0,0.0,1.0,2016-01-12 00:20:05,0.0,8.0,0.0,0.0
Android,googlesamples/android-vision,AhmedNTS/GoogleVisionTest,0.0,2017-07-24 21:21:03,,0.0,Java,0.0,0.0,0.0,0.0,2017-07-24 21:22:37,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,IvanShafran/emotion-control-game-prototype,0.0,2020-07-04 16:34:49,,0.0,Java,0.0,0.0,2.0,1.0,2020-08-15 18:07:33,2.0,12.0,0.0,42.0
Android,googlesamples/android-vision,IvanShafran/local-hack-day-2018-nyan-smile,0.0,2018-12-01 14:17:25,,0.0,Java,0.0,0.0,1.0,1.0,2019-02-02 19:12:33,1.0,27.0,0.0,63.0
Android,googlesamples/android-vision,teshi04/BookSearchScan,0.0,2015-02-27 20:31:25,,0.0,Java,1.0,11.0,4.0,1.0,2018-04-24 05:20:28,4.0,115.0,0.0,1151.0
Android,googlesamples/android-vision,jaisonfdo/MlKitBarcodeScan,0.0,2018-11-09 17:33:13,Sample project to explain the barcode scanning API from Firebase MLKit,20.0,Java,2.0,0.0,30.0,2.0,2022-03-10 04:19:23,30.0,3.0,0.0,1216.0
Android,googlesamples/android-vision,jaisonfdo/MLkitFaceDetector,0.0,2018-11-28 04:07:19,Sample project to explain the Face detection API from Firebase MLKit,16.0,Java,3.0,2.0,26.0,5.0,2022-02-22 05:03:20,26.0,3.0,0.0,1182.0
Android,googlesamples/android-vision,junsuk5/FlirOneCamera_lecture,0.0,2020-08-15 10:06:31,,0.0,Java,0.0,1.0,0.0,2.0,2020-10-11 06:07:08,0.0,18.0,0.0,56.0
Android,googlesamples/android-vision,junsuk5/Hello,0.0,2015-11-13 09:16:52,,1.0,Java,0.0,0.0,0.0,4.0,2016-10-06 02:49:45,0.0,13.0,0.0,327.0
Android,googlesamples/android-vision,aliumujib/BarcodeVisionAPISample,0.0,2018-10-24 22:09:56,Simple app to scan and decode Barcodes.,0.0,Java,0.0,0.0,1.0,1.0,2019-05-17 15:09:49,1.0,2.0,0.0,204.0
Android,googlesamples/android-vision,IefVandepitte/ReadText,0.0,2017-11-23 14:07:59,,0.0,Java,0.0,0.0,0.0,0.0,2017-11-23 14:12:07,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,josephv7/ML_Kit_Custom_Model,0.0,2018-08-04 11:21:20,,0.0,Java,0.0,0.0,0.0,0.0,2018-08-04 11:26:55,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,deehidayat/react-native-ocr-reader,0.0,2017-11-17 03:08:07,Google Vision OCR Reader for React Native (Android),0.0,Java,0.0,0.0,0.0,0.0,2017-11-17 03:46:46,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,sssaikia/Ratings,0.0,2018-12-21 08:48:57,Movie ratings and other details al fingertip.,0.0,Java,0.0,0.0,0.0,0.0,2018-12-21 08:52:34,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,aaroncrutchfield/barcode-reader,0.0,2017-12-02 04:20:04,,1.0,Java,2.0,1.0,1.0,3.0,2018-04-21 00:59:47,1.0,30.0,0.0,139.0
Android,googlesamples/android-vision,FilipeLipan/AndroidMlKitDemo,0.0,2018-07-24 19:55:02,"if you want to use this demo, create your own firebase project and replace the google-services.json",0.0,Java,0.0,0.0,0.0,2.0,2018-07-24 19:58:08,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,mykms/ScannerApp,0.0,2018-12-12 18:55:54,,0.0,Java,0.0,0.0,0.0,1.0,2018-12-14 08:39:17,0.0,6.0,0.0,1.0
Android,googlesamples/android-vision,Seopftware/Android_FundMyTravel,0.0,2017-12-22 01:46:53,실시간 여행 방송 플랫폼,0.0,Java,0.0,0.0,4.0,1.0,2019-07-15 11:43:27,4.0,23.0,0.0,570.0
Android,googlesamples/android-vision,waeladel/KissAlarm,0.0,2017-12-28 07:33:17,Let your beloved one wakes you up.,0.0,Java,0.0,0.0,0.0,1.0,2021-02-06 17:10:08,0.0,63.0,0.0,1136.0
Android,googlesamples/android-vision,chimkontran/FaceTracker,0.0,2018-02-06 12:20:29,Track Face then guess Gender and Age,0.0,Java,0.0,0.0,0.0,1.0,2018-02-06 12:47:00,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,Kevin-Mok/ParsaFood,0.0,2018-02-19 01:53:57,Android app to scan ingredients for allergens.,1.0,Java,8.0,0.0,2.0,0.0,2020-12-29 04:24:09,2.0,106.0,0.0,1044.0
Android,googlesamples/android-vision,NoahSchaub/Rezepteverwaltung,0.0,2018-02-19 07:30:48,Discontinued,0.0,Java,0.0,0.0,1.0,1.0,2018-03-02 07:58:50,1.0,18.0,0.0,11.0
Android,googlesamples/android-vision,NoahSchaub/Rezepteverwaltung_2,0.0,2018-03-02 07:50:36,"LB 335, Verwaltung für Rezepte",0.0,Java,1.0,0.0,0.0,1.0,2018-04-13 19:28:02,0.0,31.0,0.0,42.0
Android,googlesamples/android-vision,RajPrabhakar/Pointer,0.0,2018-03-10 13:18:16,,0.0,Java,0.0,0.0,0.0,0.0,2018-03-10 13:21:50,0.0,7.0,0.0,0.0
Android,googlesamples/android-vision,TWJessieChen/Camera1Camera2Combined,0.0,2018-03-25 06:27:17,,0.0,Java,0.0,0.0,1.0,1.0,2018-05-09 03:55:27,1.0,7.0,0.0,44.0
Android,googlesamples/android-vision,TWJessieChen/CameraMediacodec,0.0,2018-03-17 09:36:03,Camera1 API and MediaCodec Example,0.0,Java,0.0,0.0,6.0,2.0,2019-02-28 07:30:29,6.0,9.0,0.0,347.0
Android,googlesamples/android-vision,rohan23chhabra/Oculus-Apertor,0.0,2018-03-17 00:12:12,Accident prevention application for android,1.0,Java,0.0,0.0,0.0,0.0,2018-03-17 19:52:47,0.0,36.0,0.0,0.0
Android,googlesamples/android-vision,csanjeev25/SafeDrive,0.0,2018-03-06 17:24:37,"An Android Application to help in Emergencies, it also prevents driver from sleeping or detect drowsiness ",2.0,Java,1.0,0.0,2.0,1.0,2021-01-13 18:51:18,2.0,3.0,0.0,1044.0
Android,googlesamples/android-vision,tssA8/camerawithGoogleVisionApi,0.0,2018-05-16 09:20:52,Google Vision with camera2 api,6.0,Java,3.0,0.0,12.0,3.0,2021-11-18 12:07:59,12.0,12.0,0.0,1282.0
Android,googlesamples/android-vision,kolibreath/JoinMe,0.0,2017-10-31 12:22:22,,0.0,Java,0.0,0.0,0.0,0.0,2018-04-24 13:20:32,0.0,12.0,0.0,175.0
Android,googlesamples/android-vision,shakram02/QRra2,0.0,2018-03-21 17:19:21,An Arabic QR code reader,0.0,Java,1.0,6.0,0.0,1.0,2018-08-02 04:34:49,0.0,41.0,0.0,133.0
Android,googlesamples/android-vision,kengshing/BarcodeReader,0.0,2018-05-16 10:43:30,,0.0,Java,0.0,0.0,0.0,0.0,2018-05-16 12:07:12,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,marabesi/android-playground,0.0,2016-04-25 23:01:22,Android code examples,0.0,Java,0.0,0.0,0.0,0.0,2018-04-07 17:46:04,0.0,20.0,0.0,711.0
Android,googlesamples/android-vision,Sunilpore/QR-Code-Scanner,0.0,2019-08-26 14:21:11,Scan QR code using custom camera and display information on screen,0.0,Java,0.0,0.0,0.0,1.0,2019-08-26 14:26:14,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,ajeet-repos/TextDetectioUsingMLKit,0.0,2018-08-30 20:28:38,A sample app demontrating the use of MLKit for TextDetection using live Camera feedback,11.0,Java,0.0,0.0,15.0,0.0,2021-02-11 10:43:44,15.0,1.0,0.0,895.0
Android,googlesamples/android-vision,tortuvshin/safety-inst,0.0,2017-09-25 04:44:42,Аюулгүй ажиллагааны зааварчилгаа өгөх апп,1.0,Java,1.0,78.0,0.0,1.0,2019-09-26 13:23:33,0.0,322.0,0.0,731.0
Android,googlesamples/android-vision,etman55/FaceDetectionSampleApp,0.0,2017-02-13 10:56:10,,0.0,Java,0.0,1.0,1.0,2.0,2017-05-19 02:01:24,1.0,8.0,0.0,94.0
Android,googlesamples/android-vision,shakil1994/AndroidApp-FaceDetect,0.0,2018-11-08 17:08:23,,0.0,Java,0.0,0.0,0.0,0.0,2018-11-08 17:43:09,0.0,3.0,0.0,0.0
Android,googlesamples/android-vision,Zgorbell/BusinessCardReader,0.0,2018-11-02 07:35:00,,0.0,Java,0.0,0.0,0.0,1.0,2018-11-02 07:37:33,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,AndroiDjo/QueryRobot,0.0,2018-11-01 18:44:01,,0.0,Java,0.0,1.0,0.0,1.0,2021-03-27 13:02:51,0.0,35.0,0.0,876.0
Android,googlesamples/android-vision,Codypinto23/GoogleMLScanner,0.0,2018-11-29 14:59:07,Scanner with Zoom and Inverse color for reading Processor Barcodes,0.0,Java,0.0,0.0,0.0,1.0,2018-11-29 14:59:15,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,createS0ftware/Ocr_Barcode_google,0.0,2016-11-02 16:10:36,,0.0,Java,0.0,0.0,0.0,1.0,2016-11-02 16:33:07,0.0,5.0,0.0,0.0
Android,googlesamples/android-vision,HomerAria/androidDemo,0.0,2018-09-09 03:12:04,,0.0,Java,0.0,0.0,0.0,1.0,2020-02-28 08:58:33,0.0,50.0,0.0,537.0
Android,googlesamples/android-vision,jmpaucarm/MienriaDeDatosAPP,0.0,2018-12-25 17:24:06,,1.0,Java,0.0,0.0,1.0,0.0,2019-02-04 01:54:06,1.0,29.0,0.0,40.0
Android,googlesamples/android-vision,MH3sham/Siege-Scanner,0.0,2019-03-25 23:50:29,An android app that uses android vision and text recognition to detect and fetch text (players’ names) from a video game called Rainbow Six Siege while in-game then retrieves data (players stats) using android fast networking lib from game’s stats website using string manipulations and web scraping techniques.,0.0,Java,0.0,0.0,0.0,2.0,2019-03-26 00:23:10,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,HamiciRyadh/PFE,0.0,2018-03-07 21:08:12,,0.0,Java,0.0,7.0,2.0,0.0,2019-03-30 22:13:27,2.0,41.0,0.0,388.0
Android,googlesamples/android-vision,Udayraj123/VehicleInfoOCR,0.0,2019-05-31 17:51:12,"Use your camera to read number plates and obtain vehicle details. Simple, ad-free and faster alternative to existing playstore apps",12.0,Java,1.0,0.0,35.0,4.0,2021-09-25 10:53:56,35.0,75.0,0.0,847.0
Android,googlesamples/android-vision,DenWhiteHouse/FaceDetector,0.0,2019-06-22 14:21:43,Face Detector with Firebase ML Kit,0.0,Java,0.0,0.0,0.0,0.0,2019-06-22 16:05:20,0.0,3.0,0.0,0.0
Android,googlesamples/android-vision,PierceLBrooks/Facialoid,0.0,2020-01-14 03:17:40,,0.0,Java,0.0,0.0,1.0,1.0,2020-04-25 17:43:50,1.0,6.0,0.0,102.0
Android,googlesamples/android-vision,wgdzlh/face-emotion-recognize-android-app,0.0,2019-12-05 08:59:12,"A simple demo app to show how to implement ""face emotion recognize"" on Android platform.",0.0,Java,0.0,0.0,0.0,1.0,2019-12-06 11:54:27,0.0,4.0,0.0,1.0
Android,googlesamples/android-vision,chinaltz/ScanUtils,0.0,2019-03-28 05:46:35,扫码工具,0.0,Java,0.0,0.0,0.0,1.0,2021-04-16 01:36:10,0.0,4.0,0.0,749.0
Android,googlesamples/android-vision,segunfrancis/MLKitCodelab,0.0,2018-12-20 19:40:11,Machine learning with android firebase,0.0,Java,0.0,0.0,0.0,1.0,2018-12-20 19:42:22,0.0,1.0,0.0,0.0
Android,googlesamples/android-vision,segunfrancis/MultiTextReader,0.0,2019-04-09 19:10:50,Read texts using the firebase machine learning kit,0.0,Java,0.0,0.0,0.0,1.0,2019-04-10 15:37:15,0.0,13.0,0.0,0.0
Android,googlesamples/android-vision,cyysky/VisitorRecordBook,0.0,2020-05-24 17:20:17,Visitor Record Book By FMC for android,0.0,Java,0.0,0.0,0.0,2.0,2020-05-25 06:19:32,0.0,18.0,0.0,0.0
Android,googlesamples/android-vision,tuancuong736/android2-project,0.0,2020-07-04 01:01:17,Đồ án di động 2 -- GV: Tiêu Kim Cương,0.0,Java,0.0,0.0,0.0,2.0,2020-08-07 19:32:30,0.0,31.0,0.0,34.0
Android,googlesamples/android-vision,JianfeiMa/BuyupMLScan,0.0,2019-06-23 10:32:58,,0.0,Java,0.0,0.0,0.0,0.0,2019-06-23 10:37:29,0.0,2.0,0.0,0.0
Android,googlesamples/android-vision,abidjamil/OCRExample,0.0,2021-07-28 15:35:07,,0.0,Java,0.0,0.0,0.0,1.0,2021-07-28 15:36:54,0.0,78.0,0.0,0.0
Android,googlesamples/android-vision,abidjamil/VSIS,0.0,2021-08-21 11:27:03,,0.0,Java,0.0,0.0,0.0,1.0,2021-08-21 11:36:25,0.0,13.0,0.0,0.0
Android,googlesamples/android-vision,sohamsalkar/Barcode-food-expiry,0.0,2021-10-07 06:18:56,,0.0,Java,0.0,0.0,0.0,1.0,2021-11-25 05:23:30,0.0,13.0,0.0,48.0
Android,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,6v6/mlappTest,0.0,2018-08-17 02:58:13,,0.0,Java,0.0,0.0,0.0,1.0,2018-08-17 02:58:33,0.0,1.0,0.0,0.0
Android,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,6v6/smileProject,0.0,2018-08-03 06:09:44,📌 hanium2018  - CNN을 이용한 딥러닝 기반의 웃음인식 프로젝트,2.0,Java,0.0,6.0,0.0,1.0,2021-03-01 17:11:54,0.0,54.0,0.0,941.0
Android,googlearchive/android-Camera2Basic,IvonLiu/fishackathon-2016,0.0,2016-04-25 00:51:06,"Extract and log data about fish, right as you catch them. Then brag about your catch to your friends!",0.0,Java,0.0,0.0,0.0,2.0,2016-04-25 00:51:50,0.0,8.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,IvonLiu/focal-distance,0.0,2016-03-04 01:42:02,Obtain the distance between the camera and an object using the camera's focal length,2.0,Java,0.0,0.0,3.0,2.0,2021-09-16 02:13:50,3.0,3.0,0.0,2022.0
Android,googlearchive/android-Camera2Basic,anthonyburdi/Android-Data-Logger,0.0,2015-03-26 20:55:06,"Camera, location and accelerometer logging to file.",0.0,Java,0.0,1.0,1.0,1.0,2016-04-17 18:53:33,1.0,22.0,0.0,387.0
Android,googlearchive/android-Camera2Basic,anthonyburdi/computer-vision-demo,0.0,2015-02-23 14:49:20,Simple Android app to process visual data,0.0,Java,0.0,0.0,0.0,2.0,2015-03-02 22:08:06,0.0,9.0,0.0,7.0
Android,googlearchive/android-Camera2Basic,ishit/TRig,0.0,2015-06-06 11:01:23,Camera controller for android.,1.0,Java,3.0,10.0,1.0,2.0,2015-06-23 16:05:19,1.0,53.0,0.0,17.0
Android,googlearchive/android-Camera2Basic,mohanrajsambath/CameraWorkSapce,0.0,2018-10-01 05:34:08,Project Created for Camera2API,0.0,Java,0.0,4.0,0.0,1.0,2018-12-14 11:26:44,0.0,14.0,0.0,74.0
Android,googlearchive/android-Camera2Basic,mohanrajsambath/MyWorkspace,0.0,2018-03-21 07:34:45,Intial Commit with few modules,1.0,Java,0.0,8.0,2.0,3.0,2020-01-30 13:51:30,2.0,46.0,0.0,680.0
Android,googlearchive/android-Camera2Basic,shun-nakahara/Camera2Base,0.0,2015-08-10 10:01:38,Android 5.0 以上のシンプルなカメラ,0.0,Java,0.0,0.0,0.0,1.0,2015-08-10 10:03:10,0.0,2.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,chonamdoo/AndroidKaraokeApp,0.0,2018-01-01 03:06:22,,1.0,Java,0.0,0.0,0.0,1.0,2019-06-04 03:15:25,0.0,14.0,0.0,519.0
Android,googlearchive/android-Camera2Basic,andrewxu10/camera-tagger-master,0.0,2016-02-27 23:30:52,,0.0,Java,0.0,0.0,1.0,1.0,2017-02-06 01:42:00,1.0,1.0,0.0,344.0
Android,googlearchive/android-Camera2Basic,truongngoclinh/ezstreaming,0.0,2016-04-28 02:48:39,Ez streaming with camera/screen recording to rtmp server by hls/dash,1.0,Java,0.0,0.0,6.0,1.0,2018-03-31 18:35:31,6.0,4.0,0.0,702.0
Android,googlearchive/android-Camera2Basic,truongngoclinh/StreamingTest,0.0,2016-05-19 11:22:18,Streaming mobile android screen/camera ,0.0,Java,0.0,0.0,3.0,1.0,2019-07-08 09:20:34,3.0,14.0,0.0,1144.0
Android,googlearchive/android-Camera2Basic,apMadden/conversationalPrototype,0.0,2018-05-21 19:06:45,,0.0,Java,0.0,0.0,0.0,1.0,2018-05-21 19:06:56,0.0,1.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,eneim/Wordy,0.0,2016-03-19 05:19:10,A sample project which uses Bluemix's Visual Recognition API for education purpose.,2.0,Java,0.0,4.0,1.0,2.0,2016-03-20 10:15:04,1.0,44.0,0.0,1.0
Android,googlearchive/android-Camera2Basic,wuapnjie/PoiCamera,0.0,2016-07-31 13:56:48,[Deprecated] See ACamera Project  using Camera2 => https://github.com/wuapnjie/ACamera,20.0,Java,0.0,1.0,39.0,2.0,2022-02-10 03:12:53,39.0,6.0,0.0,2019.0
Android,googlearchive/android-Camera2Basic,yung-yu/Camera2ApiDemo,0.0,2016-07-18 16:15:17,練習 Android Camera2 api,0.0,Java,0.0,0.0,0.0,1.0,2016-07-18 16:17:44,0.0,1.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,Edeneast13/AmberCam,0.0,2016-08-29 16:46:07,A firebase cloud camera,0.0,Java,0.0,2.0,0.0,1.0,2016-08-29 16:46:25,0.0,27.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,Edeneast13/AmberCam,0.0,2016-08-29 16:46:07,A firebase cloud camera,0.0,Java,0.0,2.0,0.0,1.0,2016-08-29 16:46:25,0.0,27.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,baby518/CameraChecker,0.0,2016-12-04 15:00:26,"include 3 modules. I. Check camera capabilities, include api 1 and api 2. II. camera function test, include api 1 and api2. III. camera device benchmark.",0.0,Java,0.0,0.0,0.0,2.0,2020-03-27 03:48:33,0.0,24.0,0.0,1208.0
Android,googlearchive/android-Camera2Basic,Neilcc/ZMulitimedia,0.0,2018-05-18 02:58:40,Multimedia practise project,0.0,Java,0.0,0.0,1.0,2.0,2019-09-23 02:11:37,1.0,15.0,0.0,492.0
Android,googlearchive/android-Camera2Basic,raulh82vlc/Image-Detection-Samples,0.0,2017-04-23 17:29:38,"This sample app supports ""Building a MVP with Face recognition and AR"" and ""Quest of a Hero part 2"" presentations as well as it has two different possibilities to build face detection mechanism. The first one is OpenCV based and the second one is by means of Camera 2 API",5.0,Java,0.0,11.0,36.0,5.0,2022-01-28 08:39:37,36.0,36.0,0.0,1740.0
Android,googlearchive/android-Camera2Basic,eddieberklee/shoutake,0.0,2015-11-26 07:01:26,Android app to snap a picture without the button,0.0,Java,1.0,0.0,0.0,1.0,2016-06-29 22:02:07,0.0,37.0,0.0,216.0
Android,googlearchive/android-Camera2Basic,wangli135/BlogDemo,0.0,2016-09-06 10:13:53,博客示例,25.0,Java,0.0,0.0,30.0,3.0,2022-02-24 09:16:32,30.0,16.0,0.0,1996.0
Android,googlearchive/android-Camera2Basic,xingda920813/HelloCamera2,0.0,2016-07-17 08:25:59,"Android 自定义相机: 可定制的 UI, 压缩到指定分辨率级别, 裁剪指定区域, 大图预览. (Android custom camera: Customizable UI, compress to specific resolution level, clip specific area programmatically, picture preview, usage of Camera / Camera2 API.)",50.0,Java,0.0,13.0,144.0,7.0,2022-02-23 09:22:36,144.0,48.0,0.0,2047.0
Android,googlearchive/android-Camera2Basic,heitornascimento/mobile_vision_face_recognition,0.0,2017-05-15 13:00:26,,0.0,Java,0.0,0.0,0.0,1.0,2018-08-28 03:06:57,0.0,3.0,0.0,469.0
Android,googlearchive/android-Camera2Basic,miqt/camera2,0.0,2016-07-25 01:19:15,Android自定义相机,17.0,Java,1.0,0.0,42.0,3.0,2022-01-06 01:31:18,42.0,12.0,0.0,1991.0
Android,googlearchive/android-Camera2Basic,vtthach/20170106_Sample_CameraModule,0.0,2017-01-13 03:59:32,Init project,0.0,Java,0.0,0.0,0.0,1.0,2017-01-13 04:07:33,0.0,5.0,0.0,0.0
Android,googlearchive/android-Camera2Basic,werbhelius/MediaUtils,0.0,2017-01-20 10:27:03,MediaUtils : a demo of record audio and video.,102.0,Java,26.0,13.0,446.0,9.0,2022-03-20 06:36:25,446.0,10.0,0.0,1884.0
Android,googlearchive/android-Camera2Basic,therajanmaurya/Remote-Camera-App,0.0,2017-01-22 19:25:02,,1.0,Java,0.0,0.0,1.0,1.0,2017-12-24 00:13:24,1.0,14.0,0.0,335.0
