framework,sample,full_name,archived,created_at,description,forks,language,open_issues,closed_issues,stars,subscribers,updated_at,watchers,commits,downloads,development_time
Spring,spring-guides/gs-rest-service,krishna81m/gs-rest-service,0.0,2020-04-14 00:44:10,"Spring Boot Distributed Tracer, Http/JDBC Profiler, Method Stack introspector",0.0,Java,1.0,0.0,0.0,1.0,2020-06-23 07:53:32,0.0,365.0,0.0,70.0
Spring,spring-guides/gs-rest-service,blackghostt/cerberoaccounts,0.0,2020-07-03 06:36:00,shi carnal,0.0,Java,0.0,0.0,0.0,1.0,2020-07-03 08:30:30,0.0,4.0,0.0,0.0
Spring,spring-guides/gs-accessing-data-mongodb,paulvi/com.example.spring.mongodb,0.0,2016-06-20 11:52:09,Minimal Spring Boot + MongoDB example (+ spring-data-mock),0.0,Java,0.0,0.0,0.0,1.0,2016-06-20 11:54:18,0.0,2.0,0.0,0.0
Spring,spring-guides/gs-accessing-data-mongodb,nate-getch/Enterprise-Arch-Labs,0.0,2017-10-31 06:28:25,Enterprise Architecture course Lab exercises at MUM.,0.0,Java,0.0,0.0,0.0,1.0,2017-11-09 03:20:56,0.0,27.0,0.0,8.0
Spring,spring-guides/gs-accessing-data-mongodb,yqbjtu/mongodbTutorial,0.0,2018-03-06 08:15:53,native Mongo connect and SpringBoot mongo example,2.0,Java,0.0,1.0,1.0,2.0,2022-01-10 10:08:58,1.0,15.0,0.0,1406.0
Spring,spring-guides/gs-accessing-data-mongodb,hkj123/edwinghu,0.0,2019-07-31 06:44:24,springboot springcloud 2.0 全套,1.0,Java,6.0,2.0,0.0,2.0,2020-03-04 03:19:44,0.0,44.0,0.0,216.0
Spring,spring-guides/gs-accessing-data-mongodb,codejcd/spring-boot-mongodb-mongorepository-demo,0.0,2022-01-19 18:29:11,spring-boot-mongodb-mongorepository-demo,0.0,Java,0.0,0.0,0.0,2.0,2022-01-22 05:50:58,0.0,10.0,0.0,2.0
Spring,spring-guides/gs-async-method,tuonghv/Java_springboot,0.0,2020-12-22 00:50:45,,0.0,Java,0.0,0.0,0.0,1.0,2021-03-25 01:31:21,0.0,18.0,0.0,93.0
Spring,spring-guides/gs-crud-with-vaadin,gunerhanale/springboot-portfolio,0.0,2021-02-08 22:47:34,I will implement spring boot features in this repo.,0.0,Java,0.0,0.0,0.0,1.0,2021-03-09 22:02:49,0.0,34.0,0.0,28.0
Spring,spring-guides/tut-rest,afeiluo/web_spring_boot,0.0,2018-08-31 15:31:03,a wed app demo with spring boot,0.0,Java,0.0,0.0,0.0,2.0,2018-09-05 15:32:02,0.0,5.0,0.0,5.0
Spring,spring-guides/tut-rest,RezaGholamzad/spring.io,0.0,2020-03-21 12:04:36,Examples of spring.io,0.0,Java,0.0,0.0,0.0,1.0,2020-10-08 10:39:40,0.0,29.0,0.0,200.0
Spring,spring-guides/tut-rest,hankh0412/rest-jpa,0.0,2021-03-11 02:54:24,Test restful api and jpa ,0.0,Java,0.0,0.0,0.0,1.0,2021-03-13 11:19:26,0.0,5.0,0.0,2.0
Spring,spring-guides/tut-rest,karolpawlak/springboot-REST-API,0.0,2020-03-11 13:51:40,REST API created with Spring boot for purposes of learning modern programming techniques.,0.0,Java,0.0,0.0,0.0,1.0,2022-03-04 11:40:12,0.0,5.0,0.0,722.0
Spring,spring-guides/tut-rest,garzarobm/TTS8Weeks,0.0,2021-01-27 02:48:38,,0.0,Java,0.0,0.0,0.0,1.0,2021-12-30 23:17:45,0.0,24.0,0.0,337.0
Spring,spring-guides/tut-rest,NawafSwe/Payroll,0.0,2021-07-20 17:51:05,,0.0,Java,0.0,0.0,0.0,1.0,2021-07-21 18:49:34,0.0,17.0,0.0,1.0
Spring,spring-guides/tut-rest,NawafSwe/spring-boot,0.0,2021-01-01 13:18:28,first hands on spring to get experience with it. ,0.0,Java,0.0,0.0,0.0,1.0,2021-01-05 17:43:37,0.0,9.0,0.0,4.0
Spring,spring-guides/tut-rest,escapin/spring-rest-service,0.0,2021-10-21 15:56:53,,0.0,Java,0.0,0.0,0.0,2.0,2021-11-08 11:01:06,0.0,16.0,0.0,17.0
Spring,spring-guides/tut-rest,SatYu26/PayRoll-API,0.0,2022-02-06 21:11:29,"A simple payroll service that manages the employees of a company created using Spring Boot, H2 in-memory, JPA and Spring MVC layer",0.0,Java,0.0,0.0,0.0,1.0,2022-02-06 22:38:46,0.0,4.0,0.0,0.0
